dataset_of_60s_track,dataset_of_60s_artist,dataset_of_60s_uri,dataset_of_60s_danceability,dataset_of_60s_energy,dataset_of_60s_key,dataset_of_60s_loudness,dataset_of_60s_mode,dataset_of_60s_speechiness,dataset_of_60s_acousticness,dataset_of_60s_instrumentalness,dataset_of_60s_liveness,dataset_of_60s_valence,dataset_of_60s_tempo,dataset_of_60s_duration_ms,dataset_of_60s_time_signature,dataset_of_60s_chorus_hit,dataset_of_60s_sections,dataset_of_60s_target,dataset_of_60s_id_ano
Don't You Believe It,Andy Williams,spotify:track:57fXifdcomXuoCqRZY8KRN,"0,41","0,13",2,"-16,79",1,"0,0297","0,892","1,92E-05","0,0699","0,403","82,438",147427,4,"23,49375",11,1,3
Don't You Care,The Buckinghams,spotify:track:7qWwWg1oIczYhL3kVyabG3,"0,41","0,566",6,"-11,073",0,"0,0443","0,0967",0,"0,263","0,669","142,037",148800,4,"38,26931",9,1,3
Dorme Dorme Menininha,Sérgio Ricardo,spotify:track:5Y4zOiY61P3vcXCIKfPO3G,"0,445","0,0399",0,"-24,696",1,"0,0379","0,974","0,343","0,113","0,209","123,197",201973,4,"34,70241",12,0,3
Dos Gardenias,La Sonora Matancera,spotify:track:7KPfrN9VIUjAmnkuS7SoaR,"0,558","0,626",2,"-5,558",0,"0,032","0,76","1,26E-06","0,0903","0,753","113,902",133947,4,"20,839",8,0,3
Driving Wheel,Junior Parker,spotify:track:5oLY2gz4HnKTcXxKkaGrsa,"0,401","0,454",7,"-11,52",1,"0,0339","0,688","1,5E-06","0,101","0,656","80,692",160773,4,"58,76938",6,1,3
Duchess,Scott Walker,spotify:track:3Pm0GbwAVDYu4BNPQrQPfw,"0,311","0,209",11,"-20,169",1,"0,0414","0,782","0,000993","0,139","0,422","127,78",168400,4,"20,79003",9,0,3
Dunce Songs,Mark Van Doren,spotify:track:7Cjtnt7agwy4i22UeXPiaF,"0,703","0,072",1,"-22,476",1,"0,826","0,838","6,25E-05","0,134","0,527","74,474",316627,4,"59,71609",16,0,3
É Preciso Perdoar,MPB4,spotify:track:3KGwtYmqC94o0dFEeQd8Ta,"0,431","0,547",0,"-10,533",0,"0,0386","0,769","0,0991","0,522","0,613","80,731",168227,4,"28,6773",8,0,3
Ebrio,Gerardo Reyes,spotify:track:09HWxCp7DZmbBJn6Dg1ob8,"0,565","0,358",0,"-8,442",0,"0,0259","0,579",0,"0,198","0,535","100,826",155307,4,"44,69729",10,0,3
Échame a Mí la Culpa,Amalia Mendoza,spotify:track:4QJsxMItrRbvn05gGuf0CZ,"0,36","0,124",5,"-15,965",1,"0,0524","0,708",0,"0,26","0,342","85,672",191173,4,"38,30617",10,0,3
Ecstasy,Ben E. King,spotify:track:0QbsvbqaBx4fNQJpfVvbAs,"0,683","0,673",7,"-10,406",1,"0,0421","0,19",0,"0,561","0,756","120,823",152976,4,"24,59862",7,1,3
El Paso,Marty Robbins,spotify:track:4f8hBeMXMvssn6HtFAtblo,"0,654","0,452",2,"-9,709",1,"0,03","0,835","2,89E-05","0,16","0,691","106,662",259307,3,"48,24968",11,1,3
El Testament d'Amelia,Traditional,spotify:track:5kad3VHQcj8nes9pCTWSTN,"0,423","0,0312",10,"-31,131",1,"0,0318","0,969","0,487","0,111","0,294","88,895",131440,4,"45,04741",6,0,3
Electrotherapy from The Caretakers,Elmer Bernstein,spotify:track:1ONJSA074HnEhj2vbbL4eE,"0,315","0,0765",7,"-23,794",0,"0,0408","0,878","0,849","0,11","0,166","114,812",124787,4,"44,29578",7,0,3
Empegó Naroco,Tito Rodriguez,spotify:track:4pFdkYXQQI5laA1Ojr4Zok,"0,607","0,807",2,"-6,633",1,"0,0524","0,776","0,00869","0,108","0,903","102,642",247640,4,"85,48057",10,0,3
End Titles,Jerry Goldsmith,spotify:track:0tmgXiXfyiVv3qbRo2fWwX,"0,193","0,2",5,"-14,117",0,"0,0422","0,967","0,211","0,258","0,0387","139,318",157627,4,"56,49552",7,0,3
Endhan Yesuve Undhan Nesame,Sister Sarah Navaroji,spotify:track:2I3a1tKNYphSMtKnB4gTKR,"0,432","0,579",2,"-8,812",1,"0,0562","0,837","1,05E-06","0,3","0,897","127,109",200013,4,"53,17427",7,0,3
Ennai Padavaithavan Oruvan,P. Susheela,spotify:track:40CxvqbXtDI8uBDesDsDD9,"0,526","0,442",5,"-5,994",1,"0,0435","0,992","0,00318","0,274","0,752","122,579",203453,4,"40,23778",8,0,3
Es La Humanidad,Celia Cruz,spotify:track:7CrBtl6VpTjuFaKbpu9YvI,"0,541","0,329",3,"-7,756",1,"0,0303","0,734",0,"0,245","0,501","104,132",144773,4,"53,66651",7,0,3
Es Mentira,Tito Puente,spotify:track:1sCwBM4Ho07qfPDx6pUUs1,"0,362","0,305",10,"-11,416",1,"0,0281","0,77","0,00019","0,181","0,453","82,295",202907,4,"47,62692",9,0,3
Eso Beso (That Kiss!),Paul Anka,spotify:track:3eDd2yAKGOmFwSiGweEeqB,"0,626","0,51",3,"-9,285",1,"0,37","0,208",0,"0,0713","0,837","114,091",143093,4,"61,85882",7,1,3
Españolito,Joan Manuel Serrat,spotify:track:1QxwjJhroDhlT7BC77Rlbt,"0,555","0,658",0,"-4,487",1,"0,0445","0,164",0,"0,0363","0,44","120,911",77907,4,"40,76595",4,0,3
Esta Noite Me Embriago (Esta Noche Me Emborracho),Nelson Gonçalves,spotify:track:6anfUhkWKCJ96yDcJCTPKd,"0,603","0,513",1,"-7,329",1,"0,0582","0,843",0,"0,357","0,732","121,325",193282,4,"32,60556",10,0,3
Eterna Navidad,La Sonora Matancera,spotify:track:4tF6C9H7o3SapqKKWH8GEG,"0,626","0,517",5,"-5,126",1,"0,0292","0,796","2,02E-06","0,137","0,955","79,771",135547,4,"49,63788",5,0,3
Eternally,The Chantels,spotify:track:2y5OtQnC1UREBEiVfGxbNp,"0,222","0,459",6,"-6,538",1,"0,0308","0,951","0,000162","0,322","0,236","178,879",165627,3,"41,47399",7,1,3
Eu e a Brisa / Viola Enluarada,Peter Thomas,spotify:track:2YlFZMwjnUafG8TclVtrP8,"0,275","0,304",0,"-12,556",1,"0,0362","0,097","0,268","0,135","0,183","168,382",216493,4,"23,82062",13,0,3
Everglades,The Kingston Trio,spotify:track:7IIfi6udaIkFvw4z3xUeub,"0,65","0,272",2,"-18,52",1,"0,039","0,81","1,82E-05","0,108","0,67","143,468",141973,4,"22,04619",8,1,3
Exodus,Eddie Harris,spotify:track:35h5WR17DqnV6sNP2tYtW9,"0,584","0,217",9,"-15,429",0,"0,0322","0,839","0,000956","0,107","0,492","117,792",399427,4,"78,05636",15,1,3
Faded Love,Patsy Cline,spotify:track:4JhiMSToOzxb4U1YqZvZQC,"0,465","0,161",3,"-11,889",1,"0,0305","0,917",0,"0,134","0,387","91,983",223240,4,"20,8962",12,1,3
Fais pas ci. fais pas ça,Jacques Dutronc,spotify:track:0FypjlDKkK46KkvSPt7bem,"0,481","0,662",4,"-7,287",1,"0,317","0,584",0,"0,194","0,827","184,81",103200,4,"31,07476",6,0,3
Falling,Roy Orbison,spotify:track:2A12kxPfm6YVoPnwW2Mhtn,"0,472","0,48",2,"-8,953",1,"0,0283","0,233","0,00186","0,0881","0,419","111,43",151640,4,"22,35142",10,1,3
Fe de Vida,Joan Manuel Serrat,spotify:track:6sLxOyZ5yFzo5NO8IvLMEO,"0,696","0,529",11,"-9,35",1,"0,0753","0,735",0,"0,0857","0,332","128,514",236933,3,"22,4829",11,0,3
Feel So Fine,Johnny Preston,spotify:track:76tUNmN89oKHpNc0SsXdfU,"0,555","0,723",7,"-11,875",1,"0,0536","0,683",0,"0,115","0,925","169,864",129000,4,"34,37603",7,1,3
Femmina - Seq. 3,Carlo Savina,spotify:track:500c6CQG13zNIwZpCc2fQ6,"0,475","0,318",8,"-12,671",1,"0,0487","0,935","0,902","0,0736","0,167","81,85",167900,3,"94,28511",4,0,3
Fiddle Around,Jan & Dean,spotify:track:1Sn2aOOtBBo4stbunKJtXU,"0,664","0,545",2,"-13,258",1,"0,0408","0,758","3,94E-05","0,137","0,963","138,752",151307,4,"50,26444",6,1,3
Final,Jean Prodromidès,spotify:track:3zCcKY3FarTUYgspNk9OgW,"0,152","0,276",7,"-13,27",1,"0,0346","0,805","0,188","0,104","0,0571","85,68",238560,4,"17,84757",15,0,3
Finale 2,Giovanni Fusco,spotify:track:3ZPExaoTB4obKSrwkWH57x,"0,566","0,0529",7,"-27,948",1,"0,0454","0,707","0,896","0,111","0,157","79,582",92600,4,"49,91736",4,0,3
First Of May,Bee Gees,spotify:track:5SFsenqWlLzPW2YZgGhUhl,"0,298","0,33",2,"-11,246",1,"0,0344","0,477","0,000132","0,0763","0,271","126,007",171867,4,"37,13745",8,1,3
First Warning #2,Jerry Goldsmith,spotify:track:7EVnAABRPReCpGCaYw96ZR,"0,429","0,0499",0,"-26,888",0,"0,0568","0,991","0,965","0,0948","0,303","81,519",39994,3,0,2,0,3
Five Brothers,Marty Robbins,spotify:track:39kqEgevkI3UxStWdR2cfR,"0,634","0,414",1,"-12,165",1,"0,0611","0,75",0,"0,164","0,565","129,137",131667,4,"22,46603",8,1,3
Flamenco Revolucionario,Chicho Sánchez Ferlosio,spotify:track:1tqI8GRoyGsKij3nHmZCZg,"0,668","0,253",4,"-13,742",1,"0,0438","0,914",0,"0,102","0,404","105,767",259506,4,"44,3987",13,0,3
Flamingo,Herb Alpert & The Tijuana Brass,spotify:track:4qK7JRcMpizOH7YwWNxlmF,"0,592","0,612",8,"-9,728",1,"0,0303","0,52","0,765","0,0745","0,877","142,111",146524,4,"136,36078",3,1,3
Flower Punk,Frank Zappa,spotify:track:7h8oWxaOoTeVdkAVEQkooa,"0,48","0,7",7,"-10,989",1,"0,209","0,0522",0,"0,645","0,3","111,388",183520,4,"111,90201",6,0,3
Foggy Mountain Breakdown,Flatt & Scruggs,spotify:track:29qFlNOssruDfoEN8vN2Uu,"0,407","0,479",2,"-14,781",1,"0,0329","0,191","0,901","0,352","0,919","155,252",140413,4,"26,5629",8,1,3
For a Child Born Dead / The Shot,Elizabeth Jennings,spotify:track:3T4wG3A4CX5HTZQ1ZLdRQi,"0,651","0,0986",7,"-25,281",1,"0,944","0,406",0,"0,324","0,153","82,821",124640,5,"34,12988",5,0,3
For a Few Dollars More: Indio's Flashback,Ennio Morricone,spotify:track:2X62Bx5aZoU9dDels9H9Dq,"0,162","0,066",0,"-26,558",0,"0,0277","0,986","0,904","0,289","0,0383","72,851",131493,3,"45,13542",5,0,3
For As Long As We Need You,Maurice Jarre,spotify:track:7aukQRXkIW2reA51c2gEMF,"0,18","0,178",10,"-22,963",0,"0,0307","0,00015","4,93E-05","0,192","0,0912","80,679",41160,3,"7,96856",3,0,3
For Me Formidable,Charles Aznavour,spotify:track:7xx7mUGAPcMd6gGqHzoec9,"0,5","0,391",1,"-6,451",1,"0,0335","0,743",0,"0,0847","0,539","139,972",139507,4,"42,29238",7,0,3
For Once In My Life,Tony Bennett,spotify:track:4UywFB7lROzFHNj7JLoWst,"0,203","0,375",0,"-8,781",1,"0,0346","0,862","4,89E-05","0,137","0,222","71,94",186520,4,"36,57447",9,1,3
For What It's Worth,The Staple Singers,spotify:track:4la9jiqXYHQlEwbRhqYsd7,"0,763","0,621",2,"-9,908",1,"0,0374","0,655",0,"0,158","0,825","103,309",144320,4,"33,20734",6,1,3
For Your Love,Peaches & Herb,spotify:track:3gc9gSVlBLyzacDErABC2j,"0,138","0,428",5,"-13,387",1,"0,0366","0,328","2,18E-06","0,376","0,561","178,607",154067,3,"37,62981",6,1,3
Forever,The Little Dippers,spotify:track:5rWyKJMaTXL0TArnJ8IGts,"0,519","0,45",5,"-9,133",1,"0,0244","0,281","6,12E-06","0,152","0,549","72,115",143161,4,"61,24355",6,1,3
From The Bottom Of My Heart (I Love You),The Moody Blues,spotify:track:72MvrPaYBDVZfLapuVqsts,"0,483","0,578",0,"-7,506",1,"0,0321","0,521","0,000325","0,0864","0,523","107,425",206693,4,"19,2725",10,1,3
Full Measure,The Lovin' Spoonful,spotify:track:1bqMXyANLRXZD9mbyD3wJZ,"0,506","0,513",7,"-10,478",1,"0,0298","0,678",0,"0,0725","0,704","112,523",159707,4,"27,51196",7,1,3
Fumeux fume - Voice,Traditional,spotify:track:6Dbofz7ftO86tBcY1u8ZUj,"0,14","0,0282",7,"-29,836",0,"0,0378","0,982","0,89","0,109","0,0366","141,12",456133,1,"34,74756",18,0,3
Funky Street,Arthur Conley,spotify:track:6uu9g2xpWSPda9SFPvrAmO,"0,7","0,903",7,"-11,68",1,"0,12","0,71","2,61E-06","0,23","0,853","150,224",143133,4,"25,72195",10,1,3
Funny Familiar Forgotten Feelings,Tom Jones,spotify:track:4j3BX19jfJpCrBoCFaSxNB,"0,452","0,403",11,"-10,898",1,"0,0277","0,667",0,"0,135","0,446","86,58",177707,3,"22,05268",11,1,3
Gee,Jan & Dean,spotify:track:2TqZC7BpPlwEHbMGWnjXf8,"0,38","0,557",2,"-8,958",1,"0,0361","0,653",0,"0,504","0,847","155,648",133027,4,"31,84387",9,1,3
Gee,The Pixies Three,spotify:track:1FKzZ9Z2mlXlxOp3FDteKr,"0,617","0,494",0,"-13,96",1,"0,0325","0,637",0,"0,0857","0,92","92,474",143387,4,"33,90092",8,1,3
Gee Baby (I'm Sorry),The Three Degrees,spotify:track:767VUkizCBYobm7c3l9yey,"0,412","0,358",11,"-10,461",1,"0,0269","0,872",0,"0,125","0,533","106,036",124200,4,"52,05599",5,1,3
Générique,André Hossein,spotify:track:2wZYEzMVIw1hUPB2qrkOHU,"0,211","0,292",0,"-12,922",1,"0,0299","0,567","0,927","0,0949","0,289","57,001",147428,4,"47,3269",7,0,3
Gente,Garoto,spotify:track:0YKizXXA4Odo5f5mnoQhul,"0,514","0,621",8,"-6,825",1,"0,055","0,23",0,"0,29","0,794","153,46",136490,4,"54,2077",7,0,3
Gentleness,David Lindup,spotify:track:0MsXXwh5ahTSc4haH3zfbl,"0,24","0,0867",7,"-18,238",0,"0,0304","0,959","0,95","0,111","0,0371","98,185",97218,4,"32,00987",6,0,3
Gesang zur Dämmerung,Klaus Schulze,spotify:track:1r0Njo8O2EhzCOnvbEhypm,"0,214","0,188",7,"-22,039",0,"0,0402","0,935","0,928","0,0994","0,027","166,058",761227,4,"64,90613",30,0,3
Girl Don't Come,Sandie Shaw,spotify:track:5lGo7uNwCREOUz5ccGRa1k,"0,429","0,312",7,"-9,376",1,"0,0314","0,698",0,"0,121","0,649","77,051",133560,4,"30,94464",8,1,3
Give It Up Or Turnit A Loose,James Brown,spotify:track:5TQcUuSZ9VUXCxGdVj7VxO,"0,703","0,88",11,"-7,133",0,"0,0608","0,00964","0,456","0,111","0,743","114,763",369960,4,"93,84427",10,1,3
Glad To Be Unhappy,The Mamas & The Papas,spotify:track:1Dw7FyvCJ21oENBoyG3dfn,"0,629","0,579",6,"-12,498",1,"0,0526","0,693",0,"0,363","0,826","109,946",102227,4,"57,5319",4,1,3
Glory Of Love,Otis Redding,spotify:track:7z9pYu5SvnPthpKNcjUtka,"0,635","0,18",10,"-13,843",1,"0,04","0,733","1,79E-06","0,19","0,528","73,006",168827,4,"67,86259",7,1,3
God Knows I Love You,Nancy Sinatra,spotify:track:1hFmFWgeQgj3LFkWnFUcA6,"0,508","0,438",0,"-6,833",1,"0,0293","0,813",0,"0,12","0,429","85,786",191356,4,"14,94709",10,1,3
God Only Knows,The Beach Boys,spotify:track:6iGU74CwXuT4XVepjc9Emf,"0,521","0,487",6,"-7,525",0,"0,0299","0,253",0,"0,0579","0,483","117,072",173040,4,"37,59113",8,1,3
God. Country And My Baby,Johnny Burnette,spotify:track:0cw9fmQ6hJJdP97lm3y1xm,"0,486","0,526",11,"-9,835",1,"0,0415","0,21","0,00183","0,604","0,585","121,157",132467,4,"53,36009",5,1,3
Godaari Gattundi,P. Susheela,spotify:track:0hOOBYPoQZNJtoEhOQNB4S,"0,467","0,486",6,"-8,478",0,"0,109","0,758","0,124","0,407","0,563","89,132",265733,4,"20,80917",11,0,3
Golondrina Presumida,Amalia Mendoza,spotify:track:0ZyBbzmdfxAe1UXSMJeUhX,"0,421","0,149",5,"-11,599",1,"0,0352","0,874",0,"0,0971","0,486","89,917",139400,4,"34,46684",7,0,3
Gone Are My Children (Baile Banake),Harry Belafonte,spotify:track:6Tg1WnlftueZNWeD9Pszpr,"0,576","0,195",2,"-20,009",1,"0,0377","0,958","0,000115","0,104","0,595","77,834",172280,4,"63,58539",9,0,3
Gotta Go,Marty Paich,spotify:track:6pWtM7I39nCNbF7TZWb5re,"0,49","0,242",2,"-16,683",0,"0,0297","0,804","0,71","0,0954","0,398","103,96",176080,4,"20,65027",10,0,3
Goza. Goza Mariposa,Irma Serrano,spotify:track:79q758X88DSgEbh4RpLf2c,"0,465","0,357",10,"-9,118",1,"0,0591","0,744",0,"0,052","0,78","168,881",182880,3,"17,43864",11,0,3
Gravy (With Some Cyanide),John Zacherle,spotify:track:5EiJLbVebiTa2OGCcetLwp,"0,719","0,67",2,"-8,167",1,"0,253","0,706",0,"0,232","0,855","130,174",139587,4,"108,2746",4,0,3
Grazing In The Grass,The Friends Of Distinction,spotify:track:755QPhAgO1YSmbs8a9M9b9,"0,595","0,857",1,"-6,89",0,"0,163","0,498",0,"0,355","0,74","127,629",174080,4,"41,68343",8,1,3
Greenfields,The Brothers Four,spotify:track:7LAsDdinXejDwodvelVVTa,"0,466","0,125",11,"-20,428",0,"0,0372","0,863",0,"0,121","0,338","111,43",182027,1,"38,77796",10,1,3
Guaguancó En Tropicana,Tito Puente,spotify:track:0glxeAEM9wVVjIMf3EUSHr,"0,587","0,715",3,"-5,48",1,"0,115","0,482",0,"0,0976","0,951","155,946",206021,4,"67,47362",8,0,3
Guantanamera,Celia Cruz,spotify:track:6bNZH4O72jD4L5hga6DwHj,"0,734","0,458",10,"-9,193",1,"0,0585","0,844","0,00015","0,354","0,9","140,2",175240,4,"32,86039",11,0,3
Guitarra Romana,Eydie Gormé,spotify:track:4qeUs4Bfy0YQnR6vc8dne0,"0,569","0,385",2,"-12,237",1,"0,0342","0,81","1,06E-06","0,326","0,782","110,662",154840,4,"53,30617",6,0,3
Gypsy Love,Silver Apples,spotify:track:1peJ1esd77jn3jyS4eGKOx,"0,468","0,947",7,"-6,76",0,"0,104","0,000684","0,000132","0,0608","0,542","124,51",335413,4,"29,96796",9,0,3
Half Heaven - Half Heartache,Gene Pitney,spotify:track:0qwjHNJHirzB5VsYQ4gjG4,"0,438","0,451",4,"-8,681",1,"0,0263","0,719",0,"0,116","0,438","102,776",163307,4,"29,02095",10,1,3
Hallies Jazz,Elmer Bernstein,spotify:track:4W8esRSIOC37RtMHY1eocA,"0,586","0,213",5,"-19,175",0,"0,0386","0,769","0,369","0,11","0,505","139,715",215092,4,"52,48338",9,0,3
Hang On Sloopy,The McCoys,spotify:track:0i7O5MtSTXvR4BEY7stpjF,"0,764","0,516",7,"-12,099",1,"0,0334","0,167",0,"0,0723","0,936","115,255",231800,4,"26,24199",11,1,3
Happy Birthday. Sweet Sixteen,Neil Sedaka,spotify:track:5ttys6S3vGWCgOpiuB5axN,"0,498","0,796",8,"-4,882",1,"0,0453","0,607",0,"0,3","0,906","79,648",157027,4,"30,47367",9,1,3
Happy Days,Marv Johnson,spotify:track:0ecGwZA1ReAq4Mn3ZInaT4,"0,72","0,624",5,"-9,086",0,"0,0473","0,795",0,"0,488","0,887","119,999",160040,4,"30,42891",8,1,3
Have You Seen Her Face,The Byrds,spotify:track:6oRNqIZzxNdpYlappmxrGR,"0,525","0,637",11,"-8,409",0,"0,0285","0,43","3,02E-06","0,317","0,793","130,832",159973,4,"22,87648",11,1,3
He Don't Really Love You,The Delfonics,spotify:track:7vLulg0d9DreZngW3SsPvz,"0,429","0,732",1,"-7,34",1,"0,0302","0,749","1,51E-06","0,0831","0,779","167,383",144093,4,"47,21751",10,1,3
He Knows I Love Him Too Much,The Paris Sisters,spotify:track:2PWsXnkraV4vamzbjpF3Wi,"0,549","0,34",0,"-13,9",1,"0,0325","0,715",0,"0,139","0,429","107,705",166000,4,"43,37498",11,1,3
Heart In Hand,Brenda Lee,spotify:track:6wI57Jgz7qLaCr8PDG80Gv,"0,651","0,172",0,"-14,556",1,"0,038","0,841","0,000126","0,155","0,445","107,891",147640,3,"21,77637",9,1,3
Heart Love,Albert Ayler,spotify:track:60axeMyzshCc7VUTqdOISI,"0,614","0,795",7,"-7,953",1,"0,13","0,0216","0,0974","0,109","0,459","125,006",333867,4,"37,3239",11,0,3
Heartaches By The Number,Johnny Tillotson,spotify:track:5Qgj3q0eCdgqcleC14UHVa,"0,587","0,599",10,"-9,165",1,"0,0279","0,633",0,"0,24","0,964","136,181",158840,4,"32,40553",7,1,3
Heia. in den Bergen liegt mein Heimatland,Vienna State Opera Orchestra,spotify:track:3cxhkimLZ4y6NRpkKkeALm,"0,135","0,324",0,"-11,517",0,"0,0339","0,887","0,824","0,379","0,0639","91,097",89853,3,"29,28488",4,0,3
He'll Have To Go,Solomon Burke,spotify:track:5l3KQsETL44ZCNtuMrGJkz,"0,526","0,26",5,"-13,6",1,"0,0319","0,855","0,000406","0,135","0,575","78,626",199093,4,"46,34882",11,1,3
Hello Mary Lou,Ricky Nelson,spotify:track:0IMS1Za69G3KHMX4liB2Nr,"0,559","0,78",9,"-6,597",1,"0,0328","0,158","6,89E-06","0,0793","0,964","98,661",139280,4,"28,04621",6,1,3
Hello Pretty Girl,Ronnie Dove,spotify:track:71UPOlaPow5CbwGvLmPmDQ,"0,604","0,547",7,"-9,305",1,"0,0318","0,734",0,"0,0952","0,961","125,148",153747,4,"32,33894",11,1,3
Help Me Girl,Eric Burdon & The Animals,spotify:track:44A7gnAeBznjwg2ovSYk06,"0,555","0,534",0,"-8,547",0,"0,0304","0,508","0,000241","0,58","0,542","145,304",159453,4,"46,54928",6,1,3
Help Yourself (To All Of My Lovin'),James & Bobby Purify,spotify:track:47IGCBcC8P7L8CHlEnzWFD,"0,654","0,703",2,"-7,06",0,"0,0399","0,717",0,"0,388","0,88","138,114",135533,4,"30,28242",10,1,3
Her Royal Majesty,James Darren,spotify:track:1cPxnXUCio2zV6yE4pWZ25,"0,359","0,591",5,"-8,668",1,"0,0561","0,637",0,"0,281","0,91","183,318",132667,4,"20,52019",10,1,3
Here Comes The Night,Ben E. King,spotify:track:7rEq647bycgagy5iJfXHqO,"0,622","0,387",7,"-11,043",1,"0,0276","0,23",0,"0,144","0,564","101,708",149516,3,"36,37369",9,1,3
Here I Am Baby,The Marvelettes,spotify:track:32hVsa6zdjLgMquTE6My31,"0,661","0,651",0,"-8,322",1,"0,0377","0,201",0,"0,231","0,676","97,351",169133,4,"32,95495",10,1,3
Here In My Heart,Al Martino,spotify:track:0mRAY4VhmgEsBvLEFxB6Vm,"0,177","0,279",9,"-10,951",0,"0,0312","0,8","0,0024","0,153","0,155","82,967",193373,3,"20,98618",9,1,3
Here Rattler Here,Harry Belafonte,spotify:track:0L0FXQwBv0aaNtwHqulMC6,"0,629","0,544",11,"-11,66",0,"0,0887","0,821",0,"0,0675","0,613","93,847",242826,4,"48,26821",8,0,3
He's My Guy,Irma Thomas,spotify:track:3qXCV5phLe1XCtYFk0Kkvg,"0,409","0,555",1,"-9,394",1,"0,0285","0,704","2,24E-06","0,0953","0,71","104,598",159240,3,"37,37068",6,1,3
He's So Fine,The Chiffons,spotify:track:2Bs1Lw9LX8hBm70t1iGdlh,"0,558","0,633",7,"-3,265",1,"0,0329","0,487",0,"0,129","0,871","72,494",112520,4,"32,87427",6,1,3
Hey Little Cobra,The Rip Chords,spotify:track:5LV5LgYnApxTF0BoZ3cDye,"0,563","0,754",6,"-7,442",1,"0,0676","0,531",0,"0,379","0,918","156,664",119960,4,"36,87763",8,1,3
Hey! Baby,Bruce Channel,spotify:track:0obIo2GEab6qqms6t3JaMY,"0,515","0,623",9,"-5,597",1,"0,036","0,359",0,"0,274","0,643","64,253",143627,4,"59,12903",6,1,3
Hey-Da-Da-Dow,The Dolphins,spotify:track:6ZRxT24A5HLCt5aWd5I7Vp,"0,714","0,501",4,"-9,232",1,"0,0316","0,827",0,"0,1","0,88","122,141",136253,3,"31,79546",8,1,3
Hickory. Dick And Doc,Bobby Vee,spotify:track:7hXngqMDRqkAFrEIBy3ewq,"0,7","0,626",3,"-11,611",1,"0,0315","0,72","6,55E-05","0,0974","0,964","112,826",148640,4,"29,03452",9,1,3
Highway #1 (Wagon Wheel Watusi),Elmer Bernstein,spotify:track:0EDJPidfF7Qaf1vxgby4zh,"0,617","0,808",10,"-15,351",1,"0,0394","0,323","0,933","0,349","0,955","150,591",118648,4,"34,96001",7,0,3
Highway #2 (Travelin' Lady),Elmer Bernstein,spotify:track:4i0Di9hFoQcEka1D2JHYoo,"0,567","0,762",3,"-12,355",1,"0,0306","0,0741","0,415","0,377","0,813","145,513",163213,4,"39,11564",10,0,3
Hip City - Pt. 2,Jr. Walker & The All Stars,spotify:track:0cduoX64cRfzLvdapbCsBH,"0,611","0,686",0,"-10,647",0,"0,0508","0,126","0,00129","0,38","0,701","147,076",177973,4,"97,57327",7,1,3
His Kiss,Betty Harris,spotify:track:1UMzgGjcCec8QIbA8VuxBB,"0,5","0,423",4,"-9,411",1,"0,0294","0,699","2,15E-06","0,0919","0,598","151,726",175362,3,"23,45315",10,1,3
História De Um Órfão,Ary Lobo,spotify:track:2uUbRDGNpIL7DA2TyzYah4,"0,528","0,68",10,"-9,185",1,"0,0483","0,224",0,"0,175","0,928","98,645",165947,4,"26,502",9,0,3
Hold Me Tight,Johnny Nash,spotify:track:6eiZdeG6uDUylSH8HBTatE,"0,766","0,176",3,"-20,756",0,"0,0945","0,605","2,31E-05","0,0656","0,687","90,404",163373,4,"39,08141",8,1,3
Home from Abroad,Laurie Lee,spotify:track:0Qr1JPIuk79zWEjIOF1Fip,"0,753","0,21",4,"-20,219",0,"0,907","0,108",0,"0,366","0,448","59,163",70147,4,"27,26513",3,0,3
Honey (I Miss You),O.C. Smith,spotify:track:7zVFxziD5veXw4KcGip6O3,"0,439","0,408",7,"-13,548",1,"0,0326","0,791","9,8E-06","0,331","0,426","100,957",228480,4,"32,77358",10,1,3
Honolulu Lulu,Jan & Dean,spotify:track:5stfCnP5f0oXkCUYRLGMI8,"0,512","0,813",3,"-12,533",1,"0,0444","0,463","0,00143","0,0767","0,9","153,751",133800,4,"44,0525",7,1,3
Hot Smoke & Sasafrass,The Bubble Puppy,spotify:track:01AxKIwrI7bCLOZ0nmw41I,"0,558","0,738",0,"-14,27",1,"0,0668","0,75","0,00479","0,0876","0,841","82,556",155840,4,"27,82633",9,1,3
House For Everyone,Traffic,spotify:track:04LnYIwoE0buXY2KISiqka,"0,565","0,549",0,"-13,023",1,"0,0618","0,583",0,"0,236","0,769","121,97",123160,4,"19,38835",7,0,3
House Of The Rising Sun,The Animals,spotify:track:7BY005dacJkbO6EPiOh2wb,"0,295","0,584",9,"-6,696",0,"0,0345","0,000385","0,218","0,0996","0,228","117,2",271280,3,"48,7407",12,1,3
How Could I Be Such A Fool,Frank Zappa,spotify:track:3JS818TZIqYC18Ofg1NzWZ,"0,418","0,366",0,"-14,939",1,"0,0374","0,121",0,"0,328","0,378","113,603",133267,3,"30,26275",6,0,3
How Many Teardrops,Lou Christie,spotify:track:3wVLgOY97gLsEGJzn0Uyxs,"0,562","0,697",7,"-8,859",1,"0,0903","0,586",0,"0,0822","0,808","149,215",125893,4,"36,14649",8,1,3
How Sweet It Is To Be Loved By You,Marvin Gaye,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,"0,653","0,49",0,"-10,106",1,"0,0408","0,323","4,13E-06","0,0832","0,963","110,202",177773,4,"45,44257",8,1,3
