dataset_of_00s_track,dataset_of_00s_artist,dataset_of_00s_uri,dataset_of_00s_danceability,dataset_of_00s_energy,dataset_of_00s_key,dataset_of_00s_loudness,dataset_of_00s_mode,dataset_of_00s_speechiness,dataset_of_00s_acousticness,dataset_of_00s_instrumentalness,dataset_of_00s_liveness,dataset_of_00s_valence,dataset_of_00s_tempo,dataset_of_00s_duration_ms,dataset_of_00s_time_signature,dataset_of_00s_chorus_hit,dataset_of_00s_sections,dataset_of_00s_target,dataset_of_00s_id_ano
Blood On Your Hands,Blessed By A Broken Heart,spotify:track:0JjmX5LqM9EQNnYNY8D3sl,"0,463","0,885",9,"-3,342",0,"0,064","0,000207",0,"0,327","0,0823","134,933",281627,4,"27,16527",14,0,1
Blood Red Sentimental Blues,Cotton Jones,spotify:track:6m2OUSC736AxOVJ3W0FcEr,"0,566","0,716",10,"-6,254",1,"0,0253","0,218","3,3E-06","0,185","0,679","92,982",276333,4,"24,10008",9,0,1
Bloodstain,Pulley,spotify:track:47KmInwpMph2WLIrb6FjGz,"0,506","0,953",5,"-5,17",1,"0,0554","2,73E-05","0,00233","0,363","0,81","97,016",164347,4,"117,98198",5,0,1
Blow Me,DJ D,spotify:track:2ohXvQLyB5RbZ0du4fAQHX,"0,461","0,93",8,"-8,343",0,"0,187","0,0531","0,733","0,177","0,14","163,934",371984,4,"48,20956",19,0,1
Bludgeoned to Death,Suicide Silence,spotify:track:4PBOwceSDbHT7qiwUsBNQR,"0,271","0,985",1,"-3,756",1,"0,127","2,22E-06","0,738","0,401","0,316","116,024",154107,3,"63,81561",5,0,1
Blue Aphrodite,Jens Buchert,spotify:track:5ovM96XM7jgTMTLh5Cixel,"0,569","0,463",1,"-12,441",1,"0,0284","0,237","0,733","0,148","0,218","109,039",190000,4,"23,13921",13,0,1
Blue Ridge Mountain Blues,Bill Monroe,spotify:track:6ksmQLR5kwZYkBCrBbh8XF,"0,611","0,777",3,"-6,672",1,"0,0684","0,653","0,37","0,677","0,873","128,852",145493,4,"28,16776",9,0,1
Body Language,Jesse McCartney Featuring T-Pain,spotify:track:7lT9KJpfzMTNi9702WuNI8,"0,643","0,748",0,"-4,467",1,"0,0364","0,0309",0,"0,154","0,538","161,435",219213,4,"18,00857",10,1,1
Body Language - Original Mix,M.A.N.D.Y.,spotify:track:52wJfSCcUt8qFkU0KYvQ4S,"0,798","0,676",4,"-10,455",0,"0,0558","0,0119","0,9","0,0938","0,891","129,997",438013,4,"45,28495",15,0,1
Bombay Jazz,Carlo Fashion,spotify:track:470NlXJBatHwrcnfGFJylg,"0,65","0,72",11,"-8,803",1,"0,161","0,0238","0,14","0,367","0,738","154,664",170213,4,"59,91442",4,0,1
Booboo Man (Mama. Look at Bubu),Lord Melody,spotify:track:3rHOHPInR6nI6bfBGJTBPh,"0,46","0,461",10,"-15,288",0,"0,42","0,765",0,"0,122","0,801","96,569",262813,4,"43,3771",12,0,1
Bootylicious,Destiny's Child,spotify:track:31CsLSgn0HdZEVC8Bnnmvr,"0,835","0,833",1,"-4,364",0,"0,284","0,00247",0,"0,171","0,586","103,358",207733,4,"26,35294",9,1,1
Bowling For Peace,Prasanna,spotify:track:7AkQooU3Nmt0TpXMAdTqiH,"0,349","0,443",3,"-15,045",1,"0,0328","0,964","0,925","0,0872","0,657","135,03",426413,4,"30,06283",21,0,1
Boy From School,Hot Chip,spotify:track:1L8H6AuK4TaMmolSL0N0mR,"0,631","0,863",8,"-3,963",0,"0,0297","0,161","5,85E-05","0,0846","0,497","125,994",319653,4,"77,17961",13,0,1
Boyfriend #2,Pleasure P,spotify:track:3taIcgVjePRzkdz0ZmJbOi,"0,648","0,767",8,"-5,052",1,"0,0608","0,0219",0,"0,19","0,796","141,906",207400,4,"40,13089",7,1,1
Break Down Here,Julie Roberts,spotify:track:1xsGrsVJwG9zel8pefzVeo,"0,649","0,501",1,"-8,129",1,"0,0304","0,144",0,"0,0996","0,221","126,035",245493,4,"39,30119",10,1,1
Break Down The House - Original Mix,Laidback Luke,spotify:track:2gjsOfgQlNQAhkmy7VY0yt,"0,885","0,67",10,"-5,829",0,"0,0992","0,0235","0,139","0,117","0,367","127,001",387672,4,"32,56398",17,0,1
Breed To Breathe - Live,Napalm Death,spotify:track:5SRUljUmfqsZiAAsMi74T6,"0,303","0,999",2,"-4,678",1,"0,145","0,000317","0,323","0,947","0,0394","119,984",179120,3,"31,96545",8,0,1
Broken,Lifehouse,spotify:track:5f6cTFoUenDiCJDGecYiuB,"0,534","0,708",11,"-5,732",1,"0,0402","0,089",0,"0,192","0,488","130,639",286480,4,"45,46272",12,1,1
Broken,Seether Featuring Amy Lee,spotify:track:507bYMYfbm6sUS9iEAaeSd,"0,448","0,61",3,"-2,695",0,"0,0342","0,0102","0,000491","0,135","0,214","123,762",258333,4,"48,88537",12,1,1
Bug A Boo,Destiny's Child,spotify:track:3iZizHVmWHdaJbvcU65S6x,"0,76","0,718",6,"-3,087",1,"0,147","0,00413","7,63E-06","0,18","0,927","104,42",212440,4,"36,33562",13,1,1
Bump. Bump. Bump,B2K & P. Diddy,spotify:track:74jMwg2zsFMICzW3Wems6h,"0,833","0,681",1,"-6,028",0,"0,215","0,0956",0,"0,0414","0,887","95,48",282533,4,"23,11831",10,1,1
Bűnöm A Rock,Kalapács,spotify:track:1UojLKRWTN0ieuToUb1Isd,"0,516","0,986",9,"-4,413",1,"0,12","0,000696","0,00758","0,185","0,436","115,022",251653,4,"17,1464",11,0,1
Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,spotify:track:3Hl451i7KUVN84rr0n4U1o,"0,635","0,296",3,"-13,728",1,"0,0298","0,562","1,97E-06","0,11","0,198","97,998",227067,4,"37,7954",9,1,1
Cada Dia - Remix Romy Ram,Tercer Cielo,spotify:track:4bNKEDKrvAiw6f4B1GMbpc,"0,539","0,731",3,"-10,006",0,"0,164","0,000419","2,49E-05","0,127","0,804","182,992",224420,4,"61,26438",10,0,1
Calling All Angels,Train,spotify:track:0E29BKKGCJHcb7b9oIWgGB,"0,454","0,839",3,"-5,368",1,"0,0441","0,0746",0,"0,279","0,529","166,166",242200,4,"34,74606",8,1,1
Can I Have It Like That,Pharrell Featuring Gwen Stefani,spotify:track:73Ijn0pKw1YJVP4OO4jUl7,"0,745","0,525",7,"-7,532",1,"0,239","0,129",0,"0,0811","0,376","100,99",235360,4,"27,45814",8,1,1
Candyman,Christina Aguilera,spotify:track:5lUTzPuiloBHm1qEaJcJfF,"0,686","0,789",8,"-4,713",0,"0,23","0,0125","0,0147","0,142","0,72","172,976",194213,4,"39,37242",9,1,1
Can't Get You Out Of My Head,Kylie Minogue,spotify:track:4YE1DTZEXsYoYzW7H5WLu3,"0,645","0,578",10,"-7,606",1,"0,0459","0,292","5,49E-06","0,0744","0,459","137,013",214627,4,"43,35851",6,1,1
Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,spotify:track:0cv1Mnb47oMvjVKMc2cyZw,"0,859","0,658",8,"-4,481",1,"0,192","0,0326","0,00181","0,0651","0,538","98,989",255267,4,"28,70291",9,1,1
Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,spotify:track:6lrRIfQDcikJ5y5DtyZPuJ,"0,646","0,6",9,"-6,569",1,"0,458","0,231",0,"0,0794","0,811","192,082",223973,4,"26,98133",14,1,1
Carlene,Phil Vassar,spotify:track:339hc1FygD8oJl4kg24IjG,"0,587","0,88",4,"-5,725",1,"0,0324","0,0784",0,"0,182","0,778","129,222",246240,4,"20,93198",10,1,1
Caustic Disco,Velvet Acid Christ,spotify:track:10ZjRxNkqhgs4BKLuggiil,"0,564","0,878",7,"-6,835",1,"0,0499","9,11E-06","0,793","0,671","0,483","127,046",287600,4,"50,27437",11,0,1
Celebrity,Brad Paisley,spotify:track:5xr4NKzmwqr0cvRMZr7cFz,"0,643","0,837",0,"-4,535",1,"0,0316","0,379","8,76E-06","0,18","0,787","123,777",223400,4,"17,72421",13,1,1
Celtic Pride,The Mahones,spotify:track:2lAbqS3XIaHpZyhwW3pMjg,"0,329","0,812",2,"-11,48",1,"0,0872","0,0141","0,0786","0,0603","0,4","165,013",272880,4,"97,84874",9,0,1
C'est peut-être,Mon Cote Punk,spotify:track:4G3by7UeNL6qSaA6khGaZs,"0,595","0,488",6,"-7,182",0,"0,0403","0,283","7,53E-05","0,107","0,573","131,705",209680,4,"28,31042",9,0,1
Cha-Cha Slide,Mr. C The Slide Man,spotify:track:5xM801uXVrqhUb0PzeSLvJ,"0,854","0,903",11,"-6,821",0,"0,147","0,0423","0,00576","0,316","0,814","131,02",222080,4,"53,3623",5,1,1
Change Clothes,JAY-Z,spotify:track:1xE7osYAtzz1PvLoVdOp5E,"0,895","0,628",10,"-3,79",1,"0,0473","0,0412",0,"0,059","0,34","104,009",258427,4,"35,85698",14,1,1
Charity,Synapscape,spotify:track:3q7I36leqmQqjs4xAhXrO4,"0,645","0,984",0,"-5,013",1,"0,315","0,017","0,946","0,34","0,0466","132,894",249013,4,"16,59496",11,0,1
Charlotte Mittnacht (The Fabulous Destiny Of&),DeVotchKa,spotify:track:4Fv5cPfTGOw4bkjAtPH77F,"0,192","0,352",7,"-8,045",0,"0,0368","0,41","8,16E-06","0,34","0,387","70,877",186573,4,"21,00606",7,0,1
Chase,The American Dollar,spotify:track:2BQWDFPMTDgHle466xgBDS,"0,422","0,0689",9,"-27,438",0,"0,0322","0,818","0,942","0,101","0,0364","129,898",153996,4,"61,40671",5,0,1
Chicks Dig It,Chris Cagle,spotify:track:0nprj2O0teCglthuhzTG5o,"0,596","0,921",7,"-4,987",1,"0,0504","0,0221",0,"0,303","0,703","104,024",210560,4,"29,07478",11,1,1
Chris Rock,Trulz & Robin,spotify:track:2RGzh7cgRRBdTIti8b4ODH,"0,814","0,696",10,"-9,231",0,"0,062","0,000461","0,702","0,0669","0,272","122,026",289254,4,"39,17846",10,0,1
Circus,Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,"0,791","0,733",6,"-5,215",0,"0,052","0,147","0,000381","0,0713","0,761","114,98",192360,4,"33,47973",9,1,1
Classical Instrumental: Merry Go Round - Raga: Fusion,Kadri Gopalnath,spotify:track:16KfyjxUMFQTiW1ANgbHWL,"0,722","0,686",6,"-13,659",1,"0,0398","0,313","0,589","0,328","0,962","119,88",358933,4,"45,93453",19,0,1
Cleaning This Gun (Come On In Boy),Rodney Atkins,spotify:track:292hQrFkBjVmbHRqGVqBta,"0,514","0,798",2,"-3,669",1,"0,0494","0,0612",0,"0,104","0,677","145,995",226813,4,"36,97279",12,1,1
Closer To Love,Mat Kearney,spotify:track:09b5vch8cDyMN8vYA2lEwk,"0,641","0,601",0,"-8,51",1,"0,0337","0,508","9,33E-06","0,121","0,553","104,984",217560,4,"33,38243",9,1,1
Closet Punk,D.R.I.,spotify:track:00cAz18F7uLKFwls8OrhNo,"0,455","0,988",3,"-3,075",0,"0,122","0,0128","0,983","0,359","0,484","98,85",31560,4,"9,53802",3,0,1
Clothes Off!!,Gym Class Heroes,spotify:track:6miqdoICzUXCL5UHCuucjK,"0,761","0,69",11,"-5,56",1,"0,11","0,0225",0,"0,34","0,742","114,987",235480,4,"69,93886",10,1,1
Clouds Of Dementia,Candlemass,spotify:track:6cHZf7RbxXCKwEkgAZT4mY,"0,162","0,836",9,"-3,009",1,"0,0473","0,000111","0,00457","0,174","0,3","86,964",338893,4,"65,32887",13,0,1
Cloudwalker,Horse The Band,spotify:track:2kwxqGVAO4QBaTHDpohE8g,"0,303","0,934",2,"-5,379",1,"0,0767","6,67E-05","0,0969","0,11","0,114","132,744",288707,4,"49,78768",11,0,1
Collagen Rock (demo),Mclusky,spotify:track:7DbtjrzsHu8hQsuQktK3G5,"0,512","0,982",11,"-5,101",1,"0,151","0,00473",0,"0,0713","0,127","120,574",178587,4,"21,21405",8,0,1
Collapse,XE-NONE,spotify:track:3eSzI7C7jww1IDksWXurmK,"0,359","0,926",6,"-2,564",0,"0,0568","0,000927","0,0254","0,117","0,326","160,038",352500,4,"36,41732",20,0,1
Come A Little Closer,Dierks Bentley,spotify:track:4HE1X1MtjHCjxicUHYQmyW,"0,585","0,577",5,"-5,752",1,"0,0228","0,0587","0,00369","0,102","0,335","80,02",282720,4,"22,54452",11,1,1
Come On Over Baby (All I Want Is You),Christina Aguilera,spotify:track:7A0apkTSTvMbSI7yplcmlh,"0,829","0,915",8,"-3,205",1,"0,106","0,226","1,25E-05","0,246","0,779","118,903",203333,4,"33,92523",8,1,1
Coming Back Around - Domu Re-Beat Mix,Domu,spotify:track:3ux9LeNRAgENFLcI7ZFebb,"0,364","0,866",1,"-6,798",1,"0,139","0,0134","0,00618","0,109","0,963","189,091",374773,3,"29,83122",19,0,1
Complicated,Avril Lavigne,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"0,585","0,776",5,"-5,898",1,"0,0459","0,0572","7,74E-06","0,3","0,427","77,987",244507,4,"26,44392",7,1,1
Concubine,Converge,spotify:track:1ui9EPnCqTurWbYICi9Gld,"0,206","0,968",9,"-3,648",0,"0,201","0,000309","0,00959","0,253","0,187","168,116",79333,4,"34,99892",4,0,1
Condemning Race,Ryan's Hope,spotify:track:1r88YcBahNIifVvaUJ443l,"0,412","0,934",3,"-4,202",1,"0,141","0,00476","6,5E-06","0,105","0,534","139,79",101293,4,"39,94075",4,0,1
Corazón De Metal,Muro,spotify:track:4DapvOmqsXH7q9z6aCniWd,"0,539","0,827",7,"-8,409",1,"0,0411","6,56E-05","0,00744","0,0946","0,476","114,993",263533,4,"39,05829",10,0,1
Corinne. Corinna,Larz-Kristerz,spotify:track:62kxVPrBJkBa9br4YCwtdo,"0,563","0,704",7,"-5,451",1,"0,0274","0,441",0,"0,287","0,587","116,072",156827,4,"44,69837",8,0,1
Corporeal,Broadcast,spotify:track:5G2hkgy9evYecU5iEuNNzj,"0,631","0,609",2,"-9,803",1,"0,0509","0,349","0,777","0,223","0,267","124,983",235013,4,"36,27817",11,0,1
Could It Be,Jaheim,spotify:track:1eDmhyYxYa8VG360HVPzUh,"0,655","0,553",9,"-6,854",0,"0,0891","0,0636","1,73E-05","0,126","0,531","70,033",224667,4,"23,93606",7,1,1
Cowboys Like Us,George Strait,spotify:track:1J02p0AlYptTfos2M3hLW6,"0,462","0,549",0,"-6,224",1,"0,0308","0,225",0,"0,148","0,261","127,98",219160,3,"49,93105",7,1,1
Crazy,Gnarls Barkley,spotify:track:2N5zMZX7YeL1tico8oQxa9,"0,835","0,741",8,"-1,609",1,"0,0339","0,0172","0,0577","0,0826","0,612","111,963",182066,4,"23,04284",9,1,1
Creature Feature,Satan's Pilgrims,spotify:track:2wvuhqCgw0FWITPhcKIsYq,"0,474","0,777",4,"-6,946",1,"0,0361","0,139","0,833","0,0969","0,448","133,13",280253,4,"20,25595",9,0,1
Creo,Esenia,spotify:track:6B0cjEbpROMDcDeRCrm9hb,"0,207","0,777",10,"-3,434",1,"0,0438","0,000674","0,306","0,0868","0,162","136,855",366667,4,"84,66817",13,0,1
Crush,David Archuleta,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,"0,57","0,664",0,"-4,718",0,"0,0322","0,00836","1,2E-05","0,0719","0,487","162,084",213520,4,"33,46",8,1,1
Customer,Raheem DeVaughn,spotify:track:7vPtkrQdS0ZV0zX7qKHahN,"0,635","0,518",1,"-7,131",1,"0,0439","0,463",0,"0,169","0,513","124,044",245067,4,"25,7596",12,1,1
Daddy Won't Sell The Farm,Montgomery Gentry,spotify:track:2Wt173KM9i97KSB52qCuqj,"0,708","0,728",7,"-7,039",1,"0,0298","0,011","2,26E-05","0,0556","0,704","119,881",258640,4,"33,81641",15,1,1
Daft Punk Is Playing at My House - Soulwax Shibuya Mix,LCD Soundsystem,spotify:track:7d7l6Qnbnqv9nkuHrh6p1N,"0,658","0,954",9,"-5,376",1,"0,0792","0,000891","9,8E-06","0,115","0,486","132,029",411084,3,"37,91539",18,0,1
Dance of Lust,Freakshow,spotify:track:1ZlCP70vdRmQI4qMvPpXIS,"0,452","0,983",2,"1,137",0,"0,0694","0,00136","0,000192","0,133","0,556","148,829",216880,4,"52,53548",13,0,1
Dance Till Dawn,Heartsrevolution,spotify:track:3KaE0SOeu9rvhXRiNyHfsH,"0,699","0,919",1,"-4,419",1,"0,041","0,00327","0,337","0,327","0,451","112,025",208680,4,"25,83482",12,0,1
Dani California,Red Hot Chili Peppers,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,"0,556","0,913",0,"-2,36",1,"0,0437","0,0193","8,59E-06","0,346","0,73","96,184",282160,4,"53,80971",10,1,1
Dantzig Station,State Of Art,spotify:track:5Z3nrC0JbJmXaOGiXTuNFk,"0,726","0,837",11,"-7,223",0,"0,0965","0,373","0,268","0,136","0,969","135,347",192720,4,"28,29051",10,0,1
Darkness and Death,Watain,spotify:track:3AxjHgF9kUKBYXlaGl0qKl,"0,254","0,849",4,"-3,255",1,"0,164","1,37E-05","0,683","0,338","0,0593","111,362",253240,4,"47,53139",10,0,1
Day of the Dead,XE-NONE,spotify:track:2GbmFUwItlSUFpzk8hkH4K,"0,412","0,966",10,"-0,366",1,"0,0775","0,00436","2,97E-06","0,352","0,454","79,971",282000,4,"26,26981",10,0,1
Days Go By,Dirty Vegas,spotify:track:2RLpFEf6d0708O7Bqhjyxg,"0,786","0,853",9,"-8,274",0,"0,0688","0,0499","0,0872","0,35","0,309","126,99",432147,4,"18,48264",19,1,1
Death Defying Years,Half the World,spotify:track:7B3LRoWMuBFvYImwsSsXcm,"0,454","0,911",2,"-3,857",1,"0,0794","0,0184",0,"0,128","0,445","93,218",186760,4,"58,33992",6,0,1
Death Metal,Vader,spotify:track:7xQRR6gqZkngT3AFpUiKlF,"0,214","0,959",9,"-4,791",1,"0,123","3,89E-05","0,864","0,0865","0,298","126,606",158360,4,"63,70952",6,0,1
Deathmask Divine,The Black Dahlia Murder,spotify:track:3oCTRjyXmT1MMn4nVQMKBm,"0,471","0,993",1,"-3,738",1,"0,191","7,36E-06","0,00216","0,0925","0,0672","113,996",217253,4,"18,99449",12,0,1
December. 1963 (Oh. What a Night) - 2006 Remaster,Frankie Valli & The Four Seasons,spotify:track:1lXZFi0khsqj7cJMamc9Op,"0,728","0,592",1,"-9,518",1,"0,0251","0,0569","3,23E-06","0,0409","0,965","104,407",200427,4,"55,56276",9,0,1
Deep. Deep,Have A Nice Life,spotify:track:71zmhACsxU6kGNtZBWSiiZ,"0,415","0,962",11,"-2,781",0,"0,0654","0,00909","0,818","0,249","0,241","135,059",323556,4,"36,24582",12,0,1
Dietro casa,Ludovico Einaudi,spotify:track:1NNrdT3dU1hHmyVSLdV7JO,"0,385","0,0944",8,"-28,817",1,"0,0581","0,986","0,869","0,0994","0,0289","103,808",233467,4,"45,16532",11,0,1
Different World - 2015 Remaster,Iron Maiden,spotify:track:6D2YrcjFi1XgCI3ynbVr7E,"0,406","0,975",4,"-4,285",0,"0,0937","0,000325","0,00018","0,613","0,602","91,826",258187,4,"115,41355",9,0,1
Dirty Love,Division Of Laura Lee,spotify:track:5x6UOJnAnxMC6qZ0gVdNSV,"0,365","0,976",6,"-3,481",1,"0,0538","0,00174","0,561","0,223","0,668","148,093",191588,4,"27,79839",13,0,1
Divorced,Blacklisted,spotify:track:0iAdSLiQBIizTAiLUP7p5E,"0,365","0,922",1,"-2,644",1,"0,071","0,00285",0,"0,321","0,29","77,25",89427,4,"45,77202",4,0,1
DJ Play A Love Song,Jamie Foxx Featuring Twista,spotify:track:2F1H1Tm2qJmeiFcUi7vZiL,"0,793","0,618",2,"-8,664",1,"0,108","0,109",0,"0,331","0,31","119,984",258800,4,"33,7315",12,1,1
Djazeria,Mon Cote Punk,spotify:track:2UHz6N97V7BVINyGvs1pHi,"0,729","0,749",11,"-6,651",0,"0,208","0,664",0,"0,132","0,793","85,965",193187,4,"32,40331",9,0,1
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,spotify:track:6MBEjJlXQYXr8dfxDvZuoA,"0,826","0,67",2,"-5,559",1,"0,169","0,00798",0,"0,495","0,794","74,007",226293,4,"32,96251",8,1,1
Do You Run Away Now - Techno Kingdom Mix,Cappella,spotify:track:36ezp3NMfqQGFcuYJYGEzT,"0,716","0,736",9,"-11,715",1,"0,0319","0,00731","0,0167","0,0594","0,617","144,993",469147,4,"30,05515",26,0,1
Do You Want To,Franz Ferdinand,spotify:track:0vek0LcCbvcMtj0GkXMMJy,"0,413","0,942",0,"-2,871",1,"0,0453","0,0783","0,000412","0,689","0,759","123,085",215000,4,"80,74815",7,1,1
Doctor Doctor,Michael Schenker,spotify:track:1kUZTOYBORnOjvFP7tM1p5,"0,251","0,875",2,"-3,938",0,"0,0641","0,0118",0,"0,127","0,308","136,122",287280,4,"47,38856",16,0,1
Don't Let Me Get Me,P!nk,spotify:track:1BfRdnfPYrni7zj4ANodBX,"0,621","0,849",3,"-4,754",1,"0,0771","0,00234",0,"0,0621","0,62","98,523",210693,4,"54,29087",6,1,1
Don't Matter,Akon,spotify:track:7I6DceMT3utDOHjcYCbrr4,"0,798","0,443",2,"-6,062",1,"0,0403","0,244",0,"0,326","0,354","125,232",293053,4,"29,04636",14,1,1
Don't Wait,Dashboard Confessional,spotify:track:0iufOeur7VOffzvM1U35QN,"0,422","0,836",3,"-4,088",1,"0,0361","0,000251","0,00166","0,351","0,165","154,013",245000,4,"38,8046",12,1,1
Don't You Forget It,Glenn Lewis,spotify:track:7vKYuqKAySUizIkcAl4Oal,"0,708","0,513",6,"-7,748",0,"0,0888","0,118",0,"0,114","0,31",89,248773,4,"21,13532",11,1,1
Dope House Family,South Park Mexican,spotify:track:2faJAgAd7m29GgjWYVN1QJ,"0,764","0,72",1,"-3,086",0,"0,0976","0,133",0,"0,113","0,515","85,993",680920,4,"46,82546",25,0,1
Dope House Intro,South Park Mexican,spotify:track:5AmtStkLbSlQVj19hrByja,"0,642","0,705",11,"-6,976",0,"0,195","8,82E-05","0,000144","0,0886","0,201","157,08",99333,4,"42,82105",4,0,1
Dream On,Depeche Mode,spotify:track:17ZX2lirfQGxbPLcn25sf7,"0,811","0,563",10,"-9,452",0,"0,0412","0,271","0,00158","0,132","0,631","127,986",260680,4,"39,19379",13,1,1
Dressed For Friend Requests,"Drop Dead, Gorgeous",spotify:track:3E52b2s2M0tOtBKkXsNFrq,"0,188","0,889",0,"-4,91",0,"0,119","0,000458","0,00533","0,0451","0,138","96,543",156707,4,"69,82801",5,0,1
Drift,Jan Jelinek,spotify:track:6aorRgAdE6XinEMHvgqlC1,"0,859","0,315",6,"-18,074",0,"0,107","0,345","0,925","0,108","0,153","120,518",309387,4,"80,47378",10,0,1
Drive (For Daddy Gene),Alan Jackson,spotify:track:3xzoXqypESowMIDPX760Ds,"0,709","0,61",11,"-7,206",1,"0,0434","0,317",0,"0,102","0,475","125,189",242067,4,"23,93504",9,1,1
Drugs Or Jesus,Tim McGraw,spotify:track:56DXpIS5RAMfRFs2mVcjf7,"0,498","0,673",0,"-4,589",1,"0,0268","0,303","4,01E-05","0,0943","0,278","146,943",279933,4,"56,7129",13,1,1
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,spotify:track:09lqmgrszQIGrS5tFlrmhE,"0,66","0,65",1,"-10,516",0,"0,227","0,0543",0,"0,237","0,685","143,922",238387,4,"23,62248",14,1,1
Dumbledore's Farewell,Nicholas Hooper,spotify:track:0bmb8jg6ljmt8qBmIsMNvL,"0,237","0,062",9,"-22,176",0,"0,0513","0,417","0,893","0,178","0,0357","114,738",142253,3,"37,64359",6,0,1
Echoes of Fashion,Djako,spotify:track:2kEP1TKpYEiWS1mVLaP47f,"0,71","0,787",7,"-7,962",0,"0,0365","0,00649","0,815","0,0609","0,422","128,05",288750,4,"31,40298",11,0,1
Ehu Girl,Kolohe Kai,spotify:track:7hmvSpZSdBAaJmy0pHcGwh,"0,803","0,625",0,"-5,379",1,"0,0382","0,135",0,"0,0888","0,94","133,013",229760,4,"22,91969",9,0,1
El Orden del Universo - Gravy Indie Union Remix,D3ndron,spotify:track:5rUdFTUT2Mgnbk0gLJ9QEj,"0,779","0,946",0,"-6,069",1,"0,0636","0,00485","8,16E-05","0,189","0,604","119,945",310067,4,"64,82979",13,0,1
El vacilon,7th Poet,spotify:track:5ZTjBClIl6dURzTo3ku69K,"0,838","0,832",4,"-6,507",0,"0,149","0,387",0,"0,24","0,964","90,027",203573,4,"33,73327",9,0,1
Electricity (as made famous by OMD),Apoptygma Berzerk,spotify:track:1k6CD7AKuLf1RE3Wv5Xwfj,"0,567","0,98",0,"-7,029",1,"0,0315","0,0224","0,614","0,292","0,67","144,847",301880,4,"28,0421",14,0,1
Elegies (1997) for Mezzo-Soprano. Baritone and Orchestra: V. In paradisum,Richard Danielpour,spotify:track:7JUoPPBicWtmQGUXhub4ID,"0,153","0,0458",10,"-25,959",1,"0,0416","0,951","0,0233","0,0743","0,0329","90,586",393800,4,"66,71642",16,0,1
Embers,Max Richter,spotify:track:5y13OjQquerzFK0dIDETgG,"0,277","0,0309",0,"-28,141",0,"0,0351","0,987","0,793","0,538","0,0702","65,546",218307,4,"63,51774",8,0,1
Emotional,Carl Thomas,spotify:track:2qYIdNaktgtpaPHxDVMXbE,"0,548","0,542",1,"-8,435",0,"0,0409","0,544",0,"0,148","0,389","83,106",271868,4,"62,29601",10,1,1
Encarnar no Seu Corpo,Sarcasmo,spotify:track:2KS0Ce6rbK7nsV67Lj85uQ,"0,191","0,996",2,"-4,596",1,"0,159","5,12E-05","0,132","0,315","0,0752","110,512",318360,4,"29,58095",12,0,1
Eppo Varuvaro - Johnpuri - Adi,Neyyattinkara Vasudevan,spotify:track:0SpnECT7VaSHxbRqR6gC3E,"0,435","0,806",7,"-5,222",1,"0,0819","0,395",0,"0,0842","0,596","93,162",258053,4,"24,19913",9,0,1
Era De Maggio,Tito Schipa,spotify:track:1YJ7qQEFIkh2r8VEb5X8lp,"0,395","0,248",1,"-10,025",1,"0,0519","0,979",0,"0,177","0,324","85,174",207888,3,"34,50252",10,0,1
Escape,Enrique Iglesias,spotify:track:6KRi6CBUitENJB4HQbSVSD,"0,777","0,852",11,"-5,329",1,"0,0295","0,0299","0,000498","0,145","0,877","125,994",208040,4,"23,7428",8,1,1
Evaroora - Mohanam - Misra Chappu,Neyyattinkara Vasudevan,spotify:track:1GESMbuEZlYThRwKIANXtR,"0,577","0,657",7,"-8,13",1,"0,113","0,42","0,00129","0,0859","0,298","152,517",1661120,4,"15,79032",61,0,1
Even The Sand Is Made Of Seashells,Thursday,spotify:track:4W9F7z80oilOCTLIDsXdvS,"0,289","0,781",10,"-5,981",0,"0,037","0,0195","0,0633","0,128","0,194","120,259",250493,4,"28,89805",13,0,1
Ever The Same,Rob Thomas,spotify:track:02acUMylPHMjJ9miDc9b38,"0,435","0,729",1,"-4,818",0,"0,0307","0,0152","2,63E-05","0,11","0,524","188,017",256600,4,"41,42314",10,1,1
Every Other Time,LFO,spotify:track:3uD4aRM8QoEAAhwpOke7QU,"0,689","0,922",11,"-4,56",1,"0,0372","0,0143",0,"0,335","0,72","103,975",247867,4,"17,72377",13,1,1
Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,spotify:track:3u0iJcNE8fHupAO2OOqGlC,"0,705","0,693",11,"-7,153",1,"0,155","0,374","1,21E-05","0,65","0,555","137,741",252987,4,"23,85697",8,1,1
Everytime We Touch,Cascada,spotify:track:1eOHw1k2AoluG4VyjBHLzX,"0,635","0,974",8,"-5,373",1,"0,052","0,00474","1,56E-05","0,41","0,495","142,049",196467,4,"55,66834",11,1,1
