dataset_of_10s_track,dataset_of_10s_artist,dataset_of_10s_uri,dataset_of_10s_danceability,dataset_of_10s_energy,dataset_of_10s_key,dataset_of_10s_loudness,dataset_of_10s_mode,dataset_of_10s_speechiness,dataset_of_10s_acousticness,dataset_of_10s_instrumentalness,dataset_of_10s_liveness,dataset_of_10s_valence,dataset_of_10s_tempo,dataset_of_10s_duration_ms,dataset_of_10s_time_signature,dataset_of_10s_chorus_hit,dataset_of_10s_sections,dataset_of_10s_target,dataset_of_10s_id_ano
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,spotify:track:0n4bITAu0Y0nigrz3MFJMb,"0,853","0,599",7,"-4,756",1,"0,0411","0,00334","7,93E-06","0,0759","0,843","119,993",263827,4,"26,35024",19,1,2
Body,Dreezy Featuring Jeremih,spotify:track:20s34XSPIiYMGSFDRSs24t,"0,735","0,567",0,"-5,962",1,"0,0635","0,552",0,"0,0659","0,574","149,968",232707,4,"47,87237",11,1,2
Body Language,Jesse McCartney Featuring T-Pain,spotify:track:7lT9KJpfzMTNi9702WuNI8,"0,643","0,748",0,"-4,467",1,"0,0364","0,0309",0,"0,154","0,538","161,435",219213,4,"18,00857",10,1,2
Boggie Bounce,Shonlock,spotify:track:6kG9aHIyH9CKIHE6iDGca8,"0,861","0,592",10,"-5,603",0,"0,0965","0,127",0,"0,205","0,391","105,993",223003,4,"24,15901",11,0,2
Boiled Peanuts,Astronautalis,spotify:track:1OlGb16N3aM3agFsyTRJe8,"0,704","0,681",6,"-7,777",1,"0,0356","0,0255","0,0011","0,337","0,185","120,029",425859,4,"19,99105",24,0,2
Booty,Blac Youngsta,spotify:track:0FbSpY8RPxTRxi1Fpj9Dz9,"0,938","0,549",1,"-8,368",1,"0,098","0,000831","0,000243","0,082","0,412","144,005",160038,4,"42,52691",6,1,2
Borderline,Novembers Doom,spotify:track:5Z8T4vsL4PovqimYlbbGVf,"0,554","0,746",10,"-8,779",0,"0,0329","0,00305","0,13","0,107","0,341","120,098",543213,4,"72,15993",15,0,2
Brand New,Ben Rector,spotify:track:3IpG4SvqxHmbZslvDSIIZP,"0,555","0,933",9,"-5,04",1,"0,113","0,0026",0,"0,122","0,421","144,874",243933,4,"27,50202",10,1,2
Break Up In The End,Cole Swindell,spotify:track:5Z19ylxppfnfdP4JH0u8oj,"0,507","0,372",1,"-8,433",1,"0,0303","0,481",0,"0,271","0,257","86,422",199693,4,"36,66287",10,1,2
Break Up With Your Girlfriend. I'm Bored,Ariana Grande,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,"0,726","0,554",5,"-5,29",0,"0,0917","0,0421",0,"0,106","0,335","169,999",190440,4,"29,88236",9,1,2
Brethren of the Pentagram,Lock Up,spotify:track:5jHBy1bwpUMET0ad6Ug3KK,"0,343","0,978",6,"-5,064",1,"0,164","7,74E-06","2,86E-06","0,374","0,0832","120,629",95547,1,"23,46464",5,0,2
Bright,Echosmith,spotify:track:3WKg25vrbjJlkhsgl2W4p3,"0,646","0,431",6,"-8,517",1,"0,0262","0,637","6,99E-06","0,113","0,292","90,034",220627,4,"54,73098",10,1,2
Broken Clocks,SZA,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,"0,684","0,683",6,"-7,366",1,"0,177","0,13",0,"0,156","0,406","112,856",231253,4,"34,68828",11,1,2
Brokenhearted,Karmin,spotify:track:4urcG6Nfubqsuqy3juMjBi,"0,765","0,765",1,"-2,732",0,"0,0585","0,00765","3,82E-06","0,0527","0,886","120,001",227147,4,"44,13132",13,1,2
Brutal Exorcism,Traitor,spotify:track:5TR7i3qiDIigrSyJ2rGKeH,"0,275","0,985",5,"-3,176",1,"0,0806","1,1E-05","0,0484","0,131","0,366","130,049",220373,4,"42,294",10,0,2
Bury Me,Getter,spotify:track:7m1oRKYiZCfuKXRMWGefWR,"0,735","0,933",1,"-2,151",0,"0,0788","0,0185","0,0108","0,1","0,116","129,988",281538,4,"74,78952",7,0,2
Butterfly Doors,Lil Pump,spotify:track:4NdXQlDTzxbOMkzJGWFtz3,"0,925","0,397",5,"-11,265",1,"0,169","0,0889","5,12E-05","0,144","0,429","130,008",132923,4,"51,23142",6,1,2
California King Bed,Rihanna,spotify:track:2dPOobBArCJotBAs0ThXqL,"0,475","0,577",7,"-3,979",1,"0,0341","0,219",0,"0,121","0,319","169,897",251600,4,"41,16074",12,1,2
Call Casting,Migos,spotify:track:0jOfl1nZf6sVBTG08Q4brn,"0,852","0,727",1,"-4,851",1,"0,267","0,0962",0,"0,154","0,496","130,014",232705,4,"25,1189",9,1,2
Call On Me,Starley,spotify:track:2L6orAlH8tBhiFTumIfMyF,"0,67","0,838",0,"-4,031",1,"0,0362","0,0604","0,000611","0,159","0,717","104,998",222041,4,"53,46501",9,1,2
Camelot,NLE Choppa,spotify:track:4sWuPniHClkInYAnzXAYUF,"0,787","0,713",7,"-5,252",1,"0,401","0,0849",0,"0,717","0,762","175,041",148759,4,"34,76092",10,1,2
Camouflage,Brad Paisley,spotify:track:6hVgzcyMmjNKaJn5VRZX3H,"0,56","0,965",4,"-3,67",1,"0,0472","0,0325","0,000984","0,43","0,771","113,633",266147,4,"46,4182",13,1,2
Can't Help Falling in Love,The Once,spotify:track:1zQtsarlHMwSh6CEA6Ocoh,"0,277","0,441",0,"-9,054",1,"0,0364","0,285","5,35E-06","0,0763","0,135","96,848",183253,4,"26,27623",7,0,2
Can't Remember To Forget You,Shakira Featuring Rihanna,spotify:track:2Sh4sAOfnSHEVKFyysxzat,"0,694","0,81",11,"-3,556",0,"0,0661","0,122",0,"0,141","0,824","137,968",206867,4,"32,7089",8,1,2
Casino De Capri,The Bahama Soul Club,spotify:track:6DuhmGmdmxNDEdSqH7Sjt9,"0,767","0,471",3,"-10,892",0,"0,0328","0,18","0,867","0,0797","0,539","109,983",270374,4,"105,55665",9,0,2
Castle On The Hill,Ed Sheeran,spotify:track:6PCUP3dWmTjcTtXY02oFdT,"0,461","0,834",2,"-4,868",1,"0,0989","0,0232","1,14E-05","0,14","0,471","135,007",261154,4,"35,60983",12,1,2
Cedí,La Arrolladora Banda El Limón De Rene Camacho,spotify:track:0C5u9cvJGDP4YpIbUyzJW4,"0,77","0,345",10,"-7,798",1,"0,034","0,122",0,"0,103","0,53","119,903",193347,4,"36,13234",8,0,2
Cello Suite No. 2 in D Minor. BWV 1008: III. Courante,Johann Sebastian Bach,spotify:track:1GlQ0GF2B6xAGwPWVu1RXV,"0,408","0,175",2,"-27,874",0,"0,0516","0,945","0,895","0,125","0,845","102,155",126600,3,"64,55084",7,0,2
Cello Suite No. 5 in C Minor. BWV 1011: IV. Sarabande,Johann Sebastian Bach,spotify:track:2OlCoInzq5QZx0prAXKcV2,"0,175","0,00603",0,"-32,587",1,"0,0495","0,892","0,927","0,098","0,109","96,644",170173,4,"57,52115",8,0,2
Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,spotify:track:0kCBorRrKZkSztd9m0QI3r,"0,938","0,5",4,"-10,08",0,"0,144","0,00183",0,"0,077","0,462","140,011",201707,4,"25,73629",10,1,2
Change Locations,Drake & Future,spotify:track:4gowy3WT6D1yhMLgRBlf9C,"0,788","0,328",0,"-9,991",1,"0,392","0,0207","2,53E-06","0,118","0,213","137,85",220862,4,"29,30901",9,1,2
Changed,Rascal Flatts,spotify:track:7ClZTubD4KudpEuBysLMUI,"0,442","0,556",4,"-6,925",1,"0,0345","0,0751","7,59E-06","0,0984","0,26","140,563",262227,4,"43,1798",11,1,2
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:0YkwW7xMVWf675IDeTXvgo,"0,624","0,863",7,"-8,142",0,"0,03","3,78E-06","0,945","0,0849","0,0394","119,993",386000,4,"58,49512",12,0,2
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:5ogO08piWMP73zAB1nip13,"0,624","0,863",7,"-8,142",0,"0,03","3,78E-06","0,945","0,0849","0,0394","119,993",386000,4,"58,49512",12,0,2
Check,Young Thug,spotify:track:1jk9c0gZI0wbn5GvAj7PBV,"0,667","0,581",0,"-5,164",0,"0,323","0,0428",0,"0,183","0,368","110,953",230693,4,"36,84838",11,1,2
Check It Out,will.i.am & Nicki Minaj,spotify:track:5tMoj9U1ZAJ3pOMndaShr7,"0,849","0,657",1,"-5,124",1,"0,0599","0,0601","7,91E-06","0,121","0,741","130,107",252027,4,"29,82418",10,1,2
Cheerleader,OMI,spotify:track:023OVLNzXhX0j7CxswUt6D,"0,78","0,68",4,"-6,081",1,"0,0305","0,141","1,2E-05","0,138","0,594","118,026",180560,4,"36,0984",10,1,2
Cheval,Igorrr,spotify:track:5gXKwH68RrWzpf6DdPa3vM,"0,605","0,867",5,"-5,362",1,"0,0847","0,0264","0,000182","0,877","0,377","105,049",186286,3,"60,02898",7,0,2
Children of Doom,Helllight,spotify:track:2UQkXhgKgW3GP1gJiM1xqa,"0,0752","0,361",4,"-10,133",1,"0,0324","0,000135","0,815","0,0708","0,0392","79,46",739827,4,"18,11812",40,0,2
Cigarettes out the Window,TV Girl,spotify:track:5GKekzF1YcR2DQd9c3DI8y,"0,626","0,659",0,"-5,669",1,"0,0337","0,121",0,"0,17","0,594","113,551",198961,4,"25,58011",8,0,2
Cinderella,Ballet L'école,spotify:track:3jzHNQtOpCGDDgW8aAgZRT,"0,573","0,0816",3,"-19,969",1,"0,0805","0,994","0,876","0,125","0,483","114,656",112547,4,"39,21197",5,0,2
Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,"0,695","0,762",0,"-3,497",1,"0,0395","0,192","0,00244","0,0863","0,553","120,042",215280,4,"52,05235",9,1,2
Cirrus,Bonobo,spotify:track:2lJ4d8MCT6ZlDRHKJ1br14,"0,64","0,844",2,"-8,412",0,"0,0374","0,395","0,933","0,0827","0,364","119,042",352247,4,"80,60317",13,0,2
Clandestine Ways (Krokodil Rot),Cattle Decapitation,spotify:track:1yCaiVPhBDnLYY9h5rCL7P,"0,301","0,97",8,"-3,548",1,"0,142","5,23E-05","0,715","0,595","0,211","119,871",274293,4,"54,85373",11,0,2
Clear the Mind,Yolta,spotify:track:6VGiS6FFBF2vyWwCMHU6VM,"0,198","0,293",2,"-12,173",1,"0,0408","0,605","0,993","0,114","0,109","59,302",147269,3,"26,73023",7,0,2
Clearing,Grouper,spotify:track:3IL43TRkEnh4buGOZ1Brb5,"0,23","0,0432",6,"-23,066",1,"0,042","0,991","0,932","0,105","0,136","89,582",281680,4,"21,61196",18,0,2
Clique,"Kanye West, Jay-Z, Big Sean",spotify:track:65rRB2mspD309xE6YimZTl,"0,66","0,539",9,"-5,947",0,"0,324","0,0534",0,"0,222","0,307","109,318",293613,5,"39,90831",14,1,2
Codeine Dreaming,Kodak Black Featuring Lil Wayne,spotify:track:4DTpngLjoHj5gFxEZFeD3J,"0,736","0,604",1,"-7,357",0,"0,222","0,0652","6,43E-05","0,124","0,574","155,007",264532,4,"25,5782",17,1,2
Cold One,Eric Church,spotify:track:1ffMmNQ42w7dIwyCDTKySb,"0,591","0,888",6,"-5,807",1,"0,0601","0,0758","0,00403","0,535","0,771","147,943",205227,4,"35,79843",9,1,2
Cold Summer (feat. Tee Grizzley),Jeezy,spotify:track:1ePdxyyF6tntoUAf8PZQuF,"0,701","0,731",11,"-4,528",0,"0,213","0,0355",0,"0,389","0,36","90,015",181347,4,"25,3835",8,0,2
Colder Weather,Zac Brown Band,spotify:track:1M2l9ReoabUnvl6Y8jLUe7,"0,667","0,381",3,"-7,494",1,"0,0294","0,458",0,"0,116","0,199","135,979",273893,4,"25,47938",11,1,2
Come Get Her,Rae Sremmurd,spotify:track:1Ser4X0TKttOvo8bgdytTP,"0,689","0,564",2,"-6,226",1,"0,136","0,187",0,"0,0721","0,123","185,023",212947,4,"21,63061",12,1,2
Come Join The Murder,The White Buffalo & The Forest Rangers,spotify:track:1jZoQ2R3wgs1UbOhio9j8I,"0,529","0,445",5,"-7,156",1,"0,0275","0,67","0,032","0,106","0,179","124,166",448093,4,"25,91926",14,1,2
Come Wake Me Up,Rascal Flatts,spotify:track:5mCttXluvE0gaIArboAoFA,"0,454","0,605",4,"-6,816",1,"0,0314","0,255",0,"0,109","0,18","155,861",263253,3,"23,22576",10,1,2
Come Warfare. The Entire Doom,Darkthrone,spotify:track:2OWrhxgNvBgvb9RAmMTTm2,"0,183","0,998",0,"-3,673",1,"0,195","6,68E-06","0,0016","0,0538","0,0389","136,832",517773,4,"34,42092",25,0,2
Comin Out Strong,Future Featuring The Weeknd,spotify:track:1B87ZDrD3Pno9hS4stamWO,"0,628","0,481",1,"-7,775",1,"0,475","0,29",0,"0,118","0,33","108,761",254370,5,"36,5252",13,1,2
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,"0,392","0,839",7,"-1,921",1,"0,193","0,158",0,"0,3","0,232","168,001",238693,4,"53,20179",8,1,2
Company,Justin Bieber,spotify:track:61uyGDPJ06MkxJtHgPmuyO,"0,59","0,797",4,"-4,901",0,"0,0614","0,132",0,"0,0846","0,425","94,948",208120,4,"42,32548",11,1,2
Confident,Justin Bieber Featuring Chance The Rapper,spotify:track:5Isz0twJeFdduOQEFQLezv,"0,738","0,563",5,"-5,467",0,"0,11","0,113",0,"0,191","0,876","134,132",248133,4,"29,31374",10,1,2
Confused Mind,Destruction,spotify:track:5cCY5esWHEXtdiHgLew3Ux,"0,326","0,987",2,"-4,775",1,"0,155","0,000167","0,733","0,173","0,213","103,765",350627,4,"66,28914",12,0,2
Congratulations,Post Malone Featuring Quavo,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"0,63","0,804",6,"-4,183",1,"0,0363","0,215",0,"0,253","0,492","123,146",220293,4,"30,3245",14,1,2
Conqueror of the Apocalypse - Remastered,Disparaged,spotify:track:4CvBUpUoFvidPasGk6Idre,"0,114","0,879",10,"-5,71",0,"0,0766","4,12E-05","0,0864","0,0842","0,213","68,509",355613,4,"121,99333",13,0,2
Controlla,Drake,spotify:track:3O8NlPh2LByMU9lSRSHedm,"0,611","0,468",10,"-11,084",0,"0,179","0,0781",0,"0,101","0,349","92,092",245227,4,"41,1081",11,1,2
Coretta's Beat,Marc Mac,spotify:track:3xWgEIGat6IVLUZWN2aUbQ,"0,662","0,594",6,"-6,386",0,"0,11","0,0037","0,965","0,308","0,96","179,972",141173,4,"22,87039",9,0,2
Cornbread and Butterbeans,Carolina Chocolate Drops,spotify:track:0Szig4psER1ESRarCgahmn,"0,67","0,454",7,"-8,477",1,"0,0367","0,853",0,"0,119","0,793","110,983",189760,4,"28,9985",8,0,2
COUNTRY,Dean Blunt,spotify:track:1ELigAvakqysvIg1qURxPW,"0,479","0,868",1,"-7,715",1,"0,344","0,209","0,724","0,201","0,494","48,888",130987,4,"53,20178",5,0,2
Cranes In The Sky,Solange,spotify:track:48EjSdYh8wz2gBxxqzrsLe,"0,719","0,615",6,"-5,972",1,"0,045","0,408","0,000147","0,235","0,465","96,988",250973,4,"28,49233",5,1,2
Crave You - Adventure Club Remix,Flight Facilities,spotify:track:283LAlCpfArRZOXPfkOQj0,"0,634","0,692",1,"-5,646",0,"0,0997","0,00586","0,000116","0,0726","0,0839","140,029",236931,4,"27,11216",11,0,2
Craving You,Thomas Rhett Featuring Maren Morris,spotify:track:17hd4ptJCbsEeLj0auPcwy,"0,613","0,839",9,"-3,799",0,"0,0352","0,000854",0,"0,341","0,526","104,975",223627,4,"42,17193",10,1,2
Crawling Back To You,Daughtry,spotify:track:6BDtTzjbJ5kKKSWcJT8MlX,"0,438","0,919",0,"-2,91",0,"0,0495","0,00674",0,"0,158","0,195","151,026",225813,4,"34,01444",8,1,2
Crazy World,Terry Riley,spotify:track:4cscooZxVMyPEqbV3OSw07,"0,286","0,399",5,"-7,771",0,"0,0329","0,72","4,34E-05","0,0968","0,21","93,082",1125720,4,"30,59839",49,0,2
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,spotify:track:15EPc80XuFrb2LmOzGjuRg,"0,728","0,607",1,"-8,417",0,"0,132","0,133",0,"0,0864","0,445","129,938",176702,4,"44,03005",6,1,2
Cumbres Del Ajusco,Mexico City Atmospheres,spotify:track:65BziyHWyQzCr03AbGD5zC,"0,0998","0,247",0,"-18,888",1,"0,0419","0,771","0,925","0,114","0,0474","77,94",250968,4,"30,40217",11,0,2
Cut Her Off,KCamp Featuring 2 Chainz,spotify:track:2Vevs2eAQNNb7NTpKj5kqA,"0,769","0,611",8,"-2,85",1,"0,039","0,098",0,"0,221","0,0901","144,037",243333,4,"38,21223",12,1,2
Cut Your Bangs,Girlpool,spotify:track:75T4FO7bShVDfUN1ZDA9yP,"0,369","0,303",2,"-7,151",1,"0,0314","0,854",0,"0,109","0,111","178,03",172989,4,"31,39155",9,0,2
Dance Monkey (Metal Version),Leo,spotify:track:52MqpL45EQxIPD2VzJ7avI,"0,591","0,833",4,"-4,526",0,"0,0529","0,0197","0,000193","0,0582","0,435","100,05",267900,4,"27,91464",12,0,2
Dance with Me,LZ7,spotify:track:6exUpfnLDBxAtFBoHheWAV,"0,603","0,833",9,"-7,294",1,"0,246","0,131",0,"0,356","0,708","72,501",204844,4,"27,64285",10,0,2
Dance With Me - Calvo Remix,Felix Jaehn,spotify:track:5pX7tpiTlOlDNMDbRwAAH9,"0,687","0,899",7,"-5,61",0,"0,0474","0,0162","0,312","0,198","0,257","126,026",187857,4,"47,38911",8,0,2
Dark Pop,Cabaret Nocturne,spotify:track:06OTyGR5DexjsWbgVGqc3p,"0,755","0,772",8,"-11,911",1,"0,048","0,118","0,889","0,0763","0,0735","108,003",369000,4,"34,45402",17,0,2
DAT Beats,Ran Slavin,spotify:track:1qU6f99vBTQjTQnQjWPcMH,"0,381","0,369",7,"-14,519",1,"0,322","0,224","0,82","0,0986","0,365","69,726",589680,3,"17,17215",28,0,2
Day Drinking,Little Big Town,spotify:track:1pxXqJZBrCREdC0s4Xs6Xz,"0,591","0,959",9,"-2,515",1,"0,057","0,103",0,"0,779","0,86","163,883",178840,4,"24,20764",10,1,2
Daylight,Maroon 5,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,"0,657","0,679",2,"-5,511",1,"0,0269","0,00246",0,"0,211","0,331","120,007",225307,4,"36,94393",11,1,2
Dear Friend.,Dayglow,spotify:track:6pjBrkKAwZn8qC77Lqags7,"0,436","0,381",0,"-10,92",1,"0,0425","0,948","0,0176","0,113","0,331","88,16",142125,4,"51,71592",6,0,2
Dear Hip Hop,Bizzle,spotify:track:4i5MqJ0cIMhzTbZBabeMAP,"0,458","0,806",11,"-6,006",0,"0,405","0,0178",0,"0,0872","0,365","98,422",319267,5,"38,49582",16,0,2
Death Grips,Mason Jennings,spotify:track:50rm7j7JKHMeM2PpoELhk4,"0,214","0,832",6,"-6,645",1,"0,0507","0,284","2,33E-05","0,546","0,23","74,541",226086,4,"71,18209",8,0,2
Death Was Arrested,North Point Worship,spotify:track:7eBybNhcjCylloMZT2QjQE,"0,28","0,737",11,"-3,938",1,"0,0414","0,038",0,"0,124","0,155","155,884",293331,3,"80,464",10,0,2
Dedication,Nipsey Hussle Featuring Kendrick Lamar,spotify:track:6fIjnWrv46njJHLDAY2JdC,"0,512","0,734",8,"-5,448",0,"0,438","0,431",0,"0,226","0,168","93,995",245813,4,"70,26801",9,1,2
Deep Scars,3D Stas,spotify:track:6B16bj1Jh3oqdLwc7fS5Gl,"0,517","0,982",8,"-3,412",1,"0,133","0,000119","0,0561","0,19","0,563","174,042",252919,4,"22,42131",9,0,2
Deja Vu,J. Cole,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,"0,657","0,421",9,"-11,378",1,"0,412","0,352","0,000218","0,187","0,181","174,063",264747,4,"41,84049",12,1,2
Delicate,Taylor Swift,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,"0,75","0,404",9,"-10,178",0,"0,0682","0,216","0,000357","0,0911","0,0499","95,045",232253,4,"23,56578",12,1,2
Denomination Blues,Blind Willie Johnson,spotify:track:4facsMLBCHiU61BLPEHUXJ,"0,418","0,18",5,"-12,359",1,"0,0574","0,994","0,000111","0,094","0,513","88,261",334560,4,"144,88675",12,0,2
Desperate Man,Eric Church,spotify:track:1vHeu2j2MpfMqqvcXKLtic,"0,711","0,796",10,"-5,87",1,"0,0341","0,0716","0,0045","0,262","0,901","109,991",208733,4,"32,48142",10,1,2
Devil's Level,Dwarves,spotify:track:41V7zzHTrNqxEk6FAcK25B,"0,344","0,989",2,"-3,128",1,"0,162","0,000933","3,95E-06","0,0795","0,0856","104,334",109992,4,"38,83482",5,0,2
Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,spotify:track:5FIb3CWPjub8C5Yu2IxzTj,"0,54","0,495",5,"-6,386",1,"0,0268","0,404","0,00011","0,124","0,338","70,997",197227,1,"51,74649",9,1,2
Diamonds,Rihanna,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,"0,564","0,71",11,"-4,92",0,"0,0461","0,00125",0,"0,109","0,393","91,972",225147,4,"31,51086",9,1,2
Didn't You Know How Much I Loved You,Kellie Pickler,spotify:track:3ySlOXQ77aZd5NLu0H0Ddc,"0,524","0,791",9,"-4,696",1,"0,0396","0,244",0,"0,0981","0,248","137,872",285187,4,"17,65724",11,1,2
Die For Me,Post Malone Featuring Future & Halsey,spotify:track:2C6WXnmZ66tHhHlnvwePiK,"0,614","0,66",0,"-2,848",1,"0,0441","0,19",0,"0,211","0,452","145,01",245267,4,"40,18396",12,1,2
Die Young,Max Frost,spotify:track:7qKX7wI4RK7hMYwJg6zRDE,"0,855","0,395",11,"-8,84",0,"0,0604","0,229","0,00073","0,352","0,375","103,958",187853,4,"70,78136",7,0,2
Dil Ki Hai Tamanna,Vijay Prakash,spotify:track:103mJr1oXxLGqeaoGsDo8G,"0,639","0,559",7,"-7,475",1,"0,0427","0,057",8E-06,"0,129","0,597","85,939",331558,4,"23,01682",16,0,2
Disarm You (feat. Ilsey),Kaskade,spotify:track:3xQjivjUZ4KnUslduTEYKC,"0,446","0,793",5,"-3,912",0,"0,0556","0,0434","4,14E-05","0,159","0,313","127,799",221133,4,"59,41273",9,0,2
Disciples of the Watch - Live @ Paramount Theatre. Huntington. New York,Testament,spotify:track:1oWkZA7LS9erH5JmlKaCp2,"0,165","0,977",1,"-8,826",1,"0,133","5,52E-05","0,54","0,879","0,0522","96,78",449493,4,"76,95248",17,0,2
DNA.,Kendrick Lamar,spotify:track:6HZILIRieu8S0iqY8kIKhj,"0,638","0,523",1,"-6,664",1,"0,357","0,00454",0,"0,0842","0,422","139,913",185947,4,"42,05918",9,1,2
Do or Die,Bloodgood,spotify:track:3tetPgK90dRsEwnKZ5LtlK,"0,614","0,905",11,"-4,597",1,"0,0305","0,000319","8,4E-06","0,229","0,745","116,309",143440,4,"54,45597",7,0,2
Do You Feel the Same,Woody Pitney,spotify:track:1EEFJz5depd5M8RJpThGWZ,"0,512","0,816",4,"-6,163",1,"0,0388","0,011","4,73E-06","0,144","0,34","111,048",242337,4,"26,80114",12,0,2
Donde Estaras,ICC,spotify:track:3734uAibGyPgZEABdWFVtM,"0,738","0,684",0,"-5,55",1,"0,0343","0,129","6,4E-06","0,266","0,841","90,01",223504,4,"42,54275",8,0,2
Don't Call Me Up,Mabel,spotify:track:5WHTFyqSii0lmT9R21abT8,"0,674","0,881",9,"-2,853",1,"0,147","0,296","3,01E-06","0,0793","0,234","98,994",178480,4,"38,17004",7,1,2
Don't Cry,Lil Wayne Featuring XXXTENTACION,spotify:track:5BQrp63SHCVf4bzCzJePne,"0,585","0,709",8,"-6,072",1,"0,319","0,409",0,"0,183","0,21","111,913",249450,4,"86,81431",8,1,2
Don't Go Breaking My Heart,Backstreet Boys,spotify:track:79Mjfhh393dZdAsTvUFDR6,"0,541","0,703",0,"-5,573",1,"0,102","0,0218",0,"0,0964","0,238","94,858",215724,4,"67,0452",7,1,2
Don't Let Me Be Lonely,The Band Perry,spotify:track:1vjx9wZEyhhM1VRmIoDiRk,"0,597","0,682",1,"-4,573",1,"0,0283","0,124",0,"0,0808","0,336","111,022",251227,4,"22,90087",10,1,2
Don't Speak (Instrumental),Joseph Sullinger,spotify:track:1DV7nyw8OigFfEiJ3yEFj6,"0,526","0,228",0,"-12,975",0,"0,0542","0,975","0,903","0,106","0,239","143,295",241496,4,"40,78298",9,0,2
Don't Stop,5 Seconds Of Summer,spotify:track:57MOpbjOIoWMZnstWOtfm6,"0,571","0,957",8,"-3,468",1,"0,0633","0,00209","1,5E-05","0,0425","0,892","149,946",169936,4,"36,16217",8,1,2
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,spotify:track:1nueTG77MzNkJTKQ0ZdGzT,"0,783","0,61",7,"-6,124",1,"0,0696","0,343",0,"0,0983","0,418","100,047",214265,4,"42,72597",11,1,2
Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,spotify:track:7CZiLgkiVHhFcDkI2Y4lZ4,"0,445","0,631",11,"-4,798",1,"0,0304","0,129",0,"0,0911","0,152","143,846",256440,4,"38,755",11,1,2
Doom,IXION,spotify:track:0NILb1JbeLiEIM1Vq7pklf,"0,225","0,712",5,"-5,141",1,"0,0475","0,000954","0,526","0,1","0,0488","120,032",322402,4,"24,53826",14,0,2
Doom Funk,LX Sweat,spotify:track:7n6TCxbSMRBmnVXg5h9hWu,"0,364","0,503",6,"-18,607",1,"0,346","0,406","0,9","0,122","0,422","95,718",208040,4,"55,82411",8,0,2
Doorman,Moksi,spotify:track:4SkGgfxDq8w0dLMdNRHEiS,"0,708","0,755",6,"-6,026",0,"0,0351","0,00635",0,"0,226","0,229","123,967",221640,4,"96,07099",5,0,2
Down,Living Death,spotify:track:7gLn7uwuJ0oYELDZcOxzH3,"0,488","0,858",11,"-10,148",0,"0,0377","0,00878","1,29E-05","0,299","0,293","94,668",272787,4,"18,98583",13,0,2
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",spotify:track:5pfJsMwoRYKampPay8amX0,"0,828","0,609",1,"-4,402",1,"0,0694","0,0916","1,21E-06","0,291","0,707","109,725",292593,4,"42,16366",13,1,2
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,spotify:track:5sv4LTz8qayQYnXlzaxg2x,"0,523","0,757",6,"-6,772",0,"0,138","0,00199",0,"0,3","0,375","134,828",273253,4,"28,95138",13,1,2
Drunk On Your Love,Brett Eldredge,spotify:track:1jNNHFZmRGXZFHlil5uhei,"0,443","0,831",11,"-5,606",1,"0,0616","0,414",0,"0,204","0,588","182,064",173960,4,"32,1936",7,1,2
Dum Dee Dum,Keys N Krates,spotify:track:5BRrBkpj0An7PViNqMCoGa,"0,755","0,891",7,"-5,516",1,"0,174","0,273","0,0412","0,12","0,515","160,021",192000,4,"24,15257",12,0,2
E.T.,Katy Perry Featuring Kanye West,spotify:track:36ux3YuUsGTWPT8fXclS45,"0,62","0,869",1,"-5,252",1,"0,175","0,0181",0,"0,369","0,76","151,684",229573,4,"33,7453",11,1,2
Earth,Sleeping At Last,spotify:track:16D9AzevsZAh4GfQEYIo7I,"0,292","0,374",10,"-10,495",0,"0,0332","0,463","0,000292","0,357","0,247","119,784",268111,4,"67,27885",10,0,2
Earth Scar,Decapitated,spotify:track:3loI2vzJg8QTSF44sOcfOV,"0,267","0,988",7,"-5,057",1,"0,0962","4,04E-05","0,00285","0,318","0,151","89,575",309693,4,"31,93524",12,0,2
El Amante,Nicky Jam,spotify:track:3umS4y3uQDkqekNjVpiRUs,"0,683","0,691",8,"-5,535",1,"0,0432","0,243",0,"0,14","0,732","179,91",219507,4,"16,72964",12,1,2
