dataset_of_80s_track,dataset_of_80s_artist,dataset_of_80s_uri,dataset_of_80s_danceability,dataset_of_80s_energy,dataset_of_80s_key,dataset_of_80s_loudness,dataset_of_80s_mode,dataset_of_80s_speechiness,dataset_of_80s_acousticness,dataset_of_80s_instrumentalness,dataset_of_80s_liveness,dataset_of_80s_valence,dataset_of_80s_tempo,dataset_of_80s_duration_ms,dataset_of_80s_time_signature,dataset_of_80s_chorus_hit,dataset_of_80s_sections,dataset_of_80s_target,dataset_of_80s_id_ano
Call of the Wighat,The Cramps,spotify:track:1ymfQPQqHUdrWdHdABX477,"0,49","0,987",9,"-4,541",0,"0,0672","0,314","0,256","0,842","0,29","120,176",227400,4,"90,744",9,0,5
Calm Rain & Thunder,Nataural,spotify:track:5YCjqLqlu3n2BRgUfEA4PZ,"0,112","0,725",9,"-19,286",1,"0,0648","0,00189","0,777","0,555","0,0273","85,106",197045,3,"35,18656",10,0,5
Calming Sea,Nataural,spotify:track:5Toui59DipyRPRzfgiqLlY,"0,081","0,963",1,"-11,845",1,"0,0772","0,138","0,00288","0,377",1E-05,"167,558",110910,1,"26,1916",7,0,5
Can You Feel It,Mr. Fingers,spotify:track:1UGrnOJ6ax4bCgowtem48A,"0,654","0,605",11,"-10,795",1,"0,0494","0,212","0,925","0,0931","0,708","112,177",353802,4,"52,44135",15,0,5
Cannonball,Supertramp,spotify:track:7AW4T7G3e8VsZ8D7jV1hMr,"0,76","0,728",2,"-9,766",0,"0,0347","0,182","0,0808","0,0901","0,801","127,213",458083,4,"30,33693",21,1,5
Can't Stop,Rub A Dub,spotify:track:5qnMRX35wJW7Fxl8VRenB9,"0,808","0,718",1,"-9,797",1,"0,0536","2,23E-05","0,945","0,0527","0,16","126,016",396200,4,"30,95359",14,0,5
Can't We Try,Teddy Pendergrass,spotify:track:16fL0EBjZAqAVASav7A6Rl,"0,477","0,375",4,"-12,549",0,"0,0535","0,676",0,"0,144","0,301","129,894",303720,4,"45,85131",16,1,5
Can'tcha Say (You Believe In Me)/Still In Love,Boston,spotify:track:7bMo7aljgbqpiOMSkwgkEN,"0,337","0,434",3,"-14,403",1,"0,0435","0,559","0,000368","0,106","0,175","123,486",312773,4,"36,57663",9,1,5
Canvas Home,Arthur Russell,spotify:track:48325rJQBoR9psbFG9FY0S,"0,313","0,289",10,"-20,774",1,"0,0474","0,257","0,131","0,119","0,424","148,52",154000,4,"29,23575",8,0,5
Carneval Of The Four,Pierre Favre,spotify:track:3FlCHJ18d7yF16cnVE1A8v,"0,521","0,275",1,"-25,016",1,"0,0488","0,0677","0,904","0,108","0,265","136,451",371800,4,"57,50295",14,0,5
Castles In The Air,Don McLean,spotify:track:3sT8Pu1fKLh8dwYUy52hg1,"0,466","0,547",4,"-11,597",1,"0,0373","0,314","5,28E-05","0,282","0,737","84,363",223200,4,"62,70852",8,1,5
Catch Me I'm Falling,Real Life,spotify:track:3Guz2ytmxqThnnJGHwXviA,"0,574","0,803",10,"-6,866",1,"0,052","0,000176","0,0456","0,246","0,771","84,791",245467,4,"32,06669",11,1,5
Catholic Sex,Throbbing Gristle,spotify:track:5JDfKVyaGVXyYUrznYiSZD,"0,481","0,843",1,"-13,696",1,"0,3","0,526","0,925","0,924","0,299","93,154",487588,4,"27,88475",19,0,5
Cats and Dogs,Nataural,spotify:track:08exIus3bdnnMa3rL3yr6l,"0,204","0,000276",2,"-10,371",1,"0,104","1,99E-05","0,965","0,648","0,0315","85,775",162702,4,"37,81275",8,0,5
C'est La Vie,Robbie Nevil,spotify:track:7nx6bmfojpAW4SCwoZM13B,"0,726","0,809",7,"-12,356",1,"0,0541","0,559","0,00029","0,845","0,552","102,123",270307,4,"139,13356",7,1,5
Chal Gayee,Kanchan,spotify:track:1XNg77BkaOEW3OsUDUc7T9,"0,595","0,693",7,"-11,009",1,"0,173","0,35","9,12E-06","0,569","0,834","147,455",265880,4,"40,83106",14,0,5
Change The Track - Micaliami Hip House Mix,Brooklyn Funk Essentials,spotify:track:61nSA9zz4ei55isaATYCkQ,"0,815","0,891",4,"-7,371",0,"0,106","0,0123","0,24","0,404","0,415","120,456",238423,4,"35,40511",11,0,5
Changes (Dub Dub),Divine Sounds,spotify:track:6cPXOeLIUu1KQDJGKlhgQe,"0,78","0,575",10,"-8,51",0,"0,0642","0,00194","0,315","0,124","0,658","112,088",383641,4,"29,10143",14,0,5
Chehra,Nazia Hassan,spotify:track:6EsfKavloPJN5rtH09lbyF,"0,454","0,499",9,"-11,806",1,"0,0285","0,441","3,16E-05","0,0767","0,351","143,841",265977,4,"79,30886",11,0,5
Children's Playtime,Tony Kinsey,spotify:track:2A0f2C0vKHhnzJrwfZr7dC,"0,639","0,474",0,"-18,475",1,"0,0415","0,306","0,813","0,142","0,553","121,652",176838,4,"33,04865",9,0,5
China,Red Rockers,spotify:track:2ws33FRyUcuvDnNgz5VfwZ,"0,432","0,728",2,"-7,19",1,"0,041","0,00172","1,9E-05","0,253","0,666","147,783",241573,4,"40,46261",11,1,5
C-I-T-Y,John Cafferty & The Beaver Brown Band,spotify:track:5NkOX5hXQZuJh0ksKjEg9S,"0,517","0,821",5,"-10,061",1,"0,0437","0,196",0,"0,101","0,925","178,906",215627,4,"21,90459",11,1,5
Closer To Fine,Indigo Girls,spotify:track:7rKyITVLEwldhdXIy7P6Vw,"0,54","0,677",9,"-6,349",1,"0,0286","0,368",0,"0,224","0,748","98,339",241600,4,"34,0828",12,1,5
Cocaine Blues,Dave Van Ronk,spotify:track:6t5lUqUP4okIeVOnn6t3qt,"0,604","0,103",1,"-19,879",1,"0,0401","0,89","0,000158","0,113","0,347","121,386",256173,4,"96,62233",10,0,5
Coincidir,Mexicanto,spotify:track:7xPi5nwHNB12Dup5m1KmqW,"0,497","0,235",2,"-13,42",1,"0,0379","0,962","0,00706","0,111","0,295","168,637",164160,4,"51,1667",8,0,5
Coisas Do Brasil,Leila Pinheiro,spotify:track:69nhiQPKl4zwvshKYecjsU,"0,735","0,286",5,"-16,86",1,"0,0339","0,66","0,0107","0,0873","0,417","120,438",264893,4,"63,77373",10,0,5
Comin' In And Out Of Your Life,Barbra Streisand,spotify:track:1ewTd6py4ifeRxoFH0HXlu,"0,305","0,295",1,"-14,085",1,"0,0392","0,804","1,67E-05","0,073","0,185","139,8",248667,4,"69,47631",7,1,5
Coming Home,The Prisoners,spotify:track:5TIDml5jAYo5bvnrthzfxn,"0,292","0,812",6,"-9,326",0,"0,0512","2,3E-05","0,000581","0,239","0,813","97,394",151133,4,"21,0004",8,0,5
Coming Up (Live At Glasgow),Paul McCartney And Wings,spotify:track:0Ix1999mTT1A3TF6Bywgv5,"0,578","0,751",9,"-7,803",1,"0,0366","0,147","0,000499","0,627","0,684","137,023",248933,4,"27,48507",12,1,5
Concerto No. 2 for Flute and Orchestra. Op. 111: I. Allegro moderato,Malcolm Arnold,spotify:track:4lJ5xsUeKpgbAiujOsrYDo,"0,302","0,0537",9,"-26,761",0,"0,0463","0,961","0,754","0,148","0,04","124,211",351867,4,"28,57359",19,0,5
Congé Technique,Verckys & L'Orchestre Vévé,spotify:track:3aHbe4hyQAj2l7iNj7GC2V,"0,512","0,694",1,"-10,989",1,"0,358","0,104","0,011","0,0976","0,925","121,484",602143,4,"23,97348",30,0,5
Consolacao,Baden Powell,spotify:track:2WVxNigxPoJvKCqpLrDmDs,"0,428","0,16",10,"-25,132",1,"0,0492","0,876","0,877","0,112","0,8","94,34",147818,4,"34,38034",9,0,5
Cool Change,Little River Band,spotify:track:1RaUxP6LHVAgbmLOn2naLl,"0,388","0,368",9,"-10,984",1,"0,0289","0,319","2,02E-06","0,0992","0,175","128,527",313320,4,"27,96229",10,1,5
Corazón de Sirena,Carlos Cano,spotify:track:4cIFVfihDtvoJ51cfLqeWw,"0,692","0,221",11,"-17,325",0,"0,0427","0,91","0,000437","0,211","0,338","130,029",248667,4,"76,17122",7,0,5
Corona,Minutemen,spotify:track:2LUVo82IKIpCuBNSaqF0G8,"0,47","0,913",7,"-10,196",1,"0,0343","6,59E-05","0,267","0,222","0,977","130,425",145533,4,"38,47022",5,0,5
Coumba,Orchestra Baobab,spotify:track:2hRkoolB3umU4SviReUK4R,"0,655","0,304",3,"-15,005",1,"0,0375","0,751","0,0052","0,092","0,442","82,465",462560,4,"23,18097",23,0,5
Count to Three,Red Flag,spotify:track:24nyr0lIPIeNImxte2ruMR,"0,684","0,871",1,"-11,626",1,"0,0359","5,78E-05","0,198","0,0694","0,71","129,752",263427,4,"104,11175",8,0,5
Country Boy,Otis Spann,spotify:track:3lROd1nVC5iWoWyvhWPjca,"0,434","0,417",0,"-10,019",1,"0,0309","0,991","0,36","0,189","0,498","71,622",267760,4,"13,67147",12,0,5
Countryfied Inner City Blues,The Suicide Twins,spotify:track:2rjV47ddV799mKc5hujIWN,"0,668","0,631",4,"-13,6",0,"0,0472","0,23","2,89E-06","0,38","0,694","113,814",259893,3,"55,65929",11,0,5
Cozy Rain Sound,Nataural,spotify:track:7yH7X7ge4uWxfAx1Gxshpg,"0,214","0,972",1,"-10,721",1,"0,126","0,0845",0,"0,841","0,0268","120,869",164699,4,"28,12206",11,0,5
Crazay,Jesse Johnson (Featuring Sly Stone),spotify:track:4lLlcw6MrW2tDwybsuu5wu,"0,778","0,917",1,"-10,775",1,"0,0585","0,0602","0,000323","0,119","0,56","113,438",241893,4,"29,26889",12,1,5
Crazy,The Manhattans,spotify:track:3TFOWJpcPUaKmVfRXM3uoK,"0,847","0,487",8,"-12,124",0,"0,064","0,0776","6,66E-05","0,342","0,898","110,966",295240,4,"23,3246",15,1,5
Crazy For You,Madonna,spotify:track:6B4oVElDIKRNcNUary0WG7,"0,662","0,719",9,"-6,606",1,"0,0298","0,107",0,"0,102","0,511","95,001",224320,4,"24,17403",12,1,5
Credit Racket - Live,Laurie Anderson,spotify:track:3tRXxzLLYWvxvolvX0v2Ud,"0,299","0,34",10,"-17,856",1,"0,0404","0,772","0,426","0,374","0,306","116,266",211693,4,"44,8083",12,0,5
Cross My Heart,Lee Ritenour,spotify:track:1DxX1D2pug5lSaf5XXjwuq,"0,855","0,438",11,"-12,563",0,"0,0359","0,0231","0,000362","0,0537","0,944","120,405",226640,4,"32,94526",10,1,5
Crown The Queen,Harvey Reid,spotify:track:2Og8TTDHu9cSh4mXatveCC,"0,442","0,321",5,"-12,486",1,"0,0364","0,281","0,0119","0,103","0,207","138,294",210027,4,"18,90062",11,0,5
Crystal Ball,Yngwie Malmsteen,spotify:track:6C3BPDXuHFRbCWsTk4eNPU,"0,406","0,777",8,"-11,498",1,"0,059","0,087","1,63E-05","0,196","0,456","131,109",295507,4,"41,44096",12,0,5
Cuando Cuando,Tito Rodriguez,spotify:track:69h89lYuCD1jjIUXkssxjd,"0,585","0,7",5,"-7,064",0,"0,0422","0,534","1,03E-05","0,282","0,654","103,78",181603,4,"51,24926",8,0,5
Cuando Sale la Luna,José Alfredo Jimenez,spotify:track:2vDaSr8NzCzG2rFtqup2Kq,"0,472","0,172",9,"-18,132",0,"0,0449","0,809",0,"0,103","0,504","106,875",185307,4,"47,64277",9,0,5
Cuatro Caminos,José Alfredo Jimenez,spotify:track:2z79qCDpc8W5V3WaG3LOHC,"0,606","0,215",5,"-16,545",1,"0,0522","0,957",0,"0,178","0,837","98,156",150400,3,"31,54768",10,0,5
Cue,YELLOW MAGIC ORCHESTRA,spotify:track:15beQw4bH4fePS8oAE2Yef,"0,653","0,683",0,"-7,765",1,"0,0335","0,208","0,331","0,138","0,803","119,165",272840,4,"33,10402",16,0,5
Cutie Pie,One Way,spotify:track:3kim6v8wY7HLPaNmw99SxD,"0,868","0,541",2,"-10,051",1,"0,053","0,105","3,84E-05","0,046","0,96","102,471",328893,4,"28,79707",16,1,5
Cyclops Carnival,Torment,spotify:track:3ZDe1cReJ4SNrH9AV9bK4t,"0,319","0,969",9,"-7,294",1,"0,0497","0,117","0,0546","0,179","0,652","141,868",199173,4,"18,83353",13,0,5
D-7,Wipers,spotify:track:4Av6uLF5s1A1mvSCP8fLR6,"0,35","0,721",4,"-5,729",1,"0,0447","0,0146","0,365","0,339","0,218","91,514",245067,4,"27,81229",11,0,5
D'Ailleurs,Sortilège,spotify:track:2sSCok1PH6ihAzNbsp2Vd9,"0,455","0,905",0,"-6,221",1,"0,122","0,000128",0,"0,305","0,575","123,091",156107,4,"44,98279",8,0,5
Dance,Ratt,spotify:track:4kdy7pEmy9rvSUjTt5wFhV,"0,559","0,903",8,"-9,5",1,"0,0467","0,00151","0,0163","0,138","0,741","128,946",261387,4,"30,82336",11,1,5
Dance Hall Clash - Acappella,Tenor Fly,spotify:track:5ueCbWJ80yYD6JoXu57JNZ,"0,928","0,713",7,"-15,274",1,"0,162","0,265",0,"0,0866","0,968","101,48",244107,4,"62,68526",11,0,5
Dance Hall Clash - Brakedown,Tenor Fly,spotify:track:2iynAasPkuyGWuek8KyU9S,"0,928","0,677",7,"-14,279",1,"0,0803","0,062",0,"0,109","0,835","101,475",245987,4,"24,38233",13,0,5
Dance Little Sister,Terence Trent D'Arby,spotify:track:4o9Kj7onklt6xbYl3jVArp,"0,722","0,696",2,"-11,095",0,"0,0901","0,161",0,"0,0755","0,93","115,397",234640,4,"68,47258",8,1,5
Das Eis bricht,Roedelius,spotify:track:6w7VVrKXGYxBoZi2IzlJRH,"0,323","0,14",9,"-18,132",0,"0,0411","0,994","0,903","0,0798","0,0745","68,569",700147,4,"125,60439",26,0,5
Daydream Believer,Anne Murray,spotify:track:6qnPCgHTRisbxBT19Gw7cN,"0,592","0,538",10,"-8,292",1,"0,0256","0,0171","2,8E-05","0,101","0,579","126,506",149293,4,"35,8493",7,1,5
Daydream Believer,The Monkees,spotify:track:7uEcCGtM1FBBGIhPozhJjv,"0,51","0,488",7,"-10,304",1,"0,0304","0,256",0,"0,11","0,649","125,683",179613,4,"43,48787",9,1,5
Day-O - Live,Chuck Brown and the Soul Searchers,spotify:track:37Zh7KRrBb7Kol4OB4N0Dy,"0,746","0,699",5,"-15,619",1,"0,068","0,0455","0,079","0,37","0,943","89,767",511560,4,"24,05793",20,0,5
Days Gone By,Poco,spotify:track:3YgdUfdrTuAm7Romn4m7pN,"0,62","0,646",4,"-8,749",1,"0,0257","0,0242","7,21E-05","0,104","0,522","133,866",230693,4,"29,37172",12,1,5
Death or Glory,Running Wild,spotify:track:6Rbh7dsEAfryxKr2a1bzfm,"0,319","0,993",0,"-4,486",1,"0,181","0,000478","0,014","0,798","0,111","174,347",236960,4,"53,47055",10,0,5
Deceiving Eye,The Prisoners,spotify:track:02fb66AxWT7OVcuZMCTBBa,"0,382","0,929",8,"-2,256",1,"0,0486","0,263","0,00958","0,0541","0,741","141,242",181307,4,"28,15874",9,0,5
Deep Down Trauma Hounds,Skinny Puppy,spotify:track:3bjM6JI3xdj8AIhq2X9Y8W,"0,703","0,527",10,"-16,199",0,"0,0665","0,0161","0,013","0,393","0,269","110,06",281560,4,"48,82267",10,0,5
Deep Down Trauma Hounds,Skinny Puppy,spotify:track:5PavDLO2BGf74yYYy7DXCl,"0,703","0,527",10,"-16,199",0,"0,0665","0,0161","0,013","0,393","0,269","110,06",281560,4,"48,82267",10,0,5
Desafinado,Stan Getz,spotify:track:2PaumP067qr31odS4s8mC1,"0,608","0,382",0,"-17,063",1,"0,0748","0,636","0,0116","0,146","0,785","89,128",350093,4,"45,39284",19,0,5
Deutschland,Slime,spotify:track:66yqFNcacUzchgFkexM9Yo,"0,323","0,966",2,"-5,773",1,"0,0895","0,00949","0,000613","0,811","0,489","110,68",260600,4,"32,21822",12,0,5
Devotion - Extended Version,Ten City,spotify:track:340YDZMetwJq6sby0pH4gr,"0,717","0,495",6,"-16,715",0,"0,0582","0,337","0,404","0,307","0,733","120,262",411933,4,"96,63855",15,0,5
Do Me Baby,Meli'sa Morgan,spotify:track:2smHxX4ZmwamJ1Cu3BM3Os,"0,748","0,499",5,"-14,177",0,"0,0648","0,127","0,000107","0,116","0,845","100,262",300733,4,"110,50238",10,1,5
Do You Believe In Shame?,Duran Duran,spotify:track:4umuMi2giGbdbVbsVZ5ADf,"0,651","0,417",0,"-12,755",1,"0,0281","0,00021","0,0547","0,167","0,245","110,089",264480,4,"39,73169",10,1,5
Do You Love What You Feel,Rufus And Chaka Khan,spotify:track:5rP98RORYdbwEYUA3FFsnv,"0,696","0,785",2,"-14,432",1,"0,0488","0,169","0,00324","0,932","0,773","116,638",410827,4,"32,12308",19,1,5
Do You Wanna Touch Me (Oh Yeah),Joan Jett & the Blackhearts,spotify:track:6Xprc4GuCejWA3BjU5knyw,"0,572","0,836",11,"-3,159",1,"0,0867","0,0247","0,000221","0,159","0,726","127,667",226520,4,"25,24779",10,1,5
Dock Rain,Nataural,spotify:track:7v8MsLPvSqXaRrKlRhEYvM,"0,168","0,999",3,"-10,11",1,"0,0954","0,13","0,99","0,893",1E-05,"121,88",181835,3,"50,22168",8,0,5
Doctor! Doctor!,Thompson Twins,spotify:track:7ihhy2Y8wzP6MUmbx8LYh1,"0,694","0,724",5,"-8,125",1,"0,0282","0,358","0,000381","0,138","0,844","119,313",347507,4,"35,96666",16,1,5
Dogshit (Censor),Skinny Puppy,spotify:track:1FeF1ePrYxooIwVPb1Y6tQ,"0,406","0,979",2,"-13,647",1,"0,148","0,0786","0,00148","0,746","0,151","198,179",237133,4,"44,32773",8,0,5
Doli doulou,Valentín Clastrier,spotify:track:6CUNqSqmMeGBiEzHwvN2mj,"0,672","0,0765",1,"-24,953",0,"0,251","0,81","0,483","0,106","0,498","95,671",117267,4,"40,79021",5,0,5
Dominion - 12'' Edit,Sisters of Mercy,spotify:track:57YZO9eQ53Mc7cbC7XRW24,"0,569","0,905",5,"-11,178",1,"0,0535","0,00223","0,00663","0,0895","0,319","120,862",308427,4,"25,3987",12,0,5
Don't Change,INXS,spotify:track:6ck0CGe9BN9gW5oMmzbhs9,"0,276","0,883",9,"-5,625",1,"0,0446","0,000252","0,462","0,0973","0,164","164,052",266027,4,"26,01423",16,1,5
Don't Give It Up,Robbie Patton,spotify:track:1hCdCmzDGvUsmWuPQfcjDf,"0,733","0,765",4,"-7,382",1,"0,0319","0,0988","7,1E-06","0,0797","0,824","116,596",229093,4,"30,8104",9,1,5
Don't Leave Me This Way,The Communards,spotify:track:0ire4j2mcGovF5JA1D2cTp,"0,64","0,926",3,"-5,597",1,"0,0322","0,135","2,04E-06","0,134","0,901","131,997",271067,4,"27,3966",11,1,5
Don't Look Down - The Sequel,Go West,spotify:track:3j0MsAvaSUPNgxZISk4qSF,"0,669","0,943",3,"-7,354",1,"0,0612","0,0876","3,21E-06","0,102","0,606","129,999",259640,4,"32,83299",10,1,5
Don't Stop The Music,Yarbrough & Peoples,spotify:track:0DVevhcLPiHoLaVyl6dSGr,"0,829","0,71",11,"-8,736",1,"0,0415","0,115","0,145","0,0541","0,949","98,293",249000,4,"34,86585",12,1,5
Don't Tell Me The Time,Martha Davis,spotify:track:3hwbwZ3GyFlWa71nbxXlgk,"0,652","0,634",9,"-9,677",1,"0,0271","0,0197","6,85E-06","0,117","0,587","122,004",212933,4,"27,55316",12,1,5
Don't You Believe Him,Reba McEntire,spotify:track:1aYzGHfPAenfUb5USJ1vDe,"0,556","0,34",7,"-16,19",1,"0,0757","0,146",0,"0,127","0,552","111,222",138800,4,"47,57792",6,0,5
Double Dutch Bus,Frankie Smith,spotify:track:1EVJeWeItAPcATFolrw3VR,"0,915","0,52",8,"-9,257",1,"0,132","0,0018","0,00035","0,0293","0,471","119,47",320973,4,"97,40706",12,1,5
Downhearted Blues,Bessie Smith,spotify:track:5JUhjSyjxtO4uEguZfyf26,"0,557","0,0621",0,"-19,974",1,"0,0402","0,996","0,249","0,141","0,529","81,443",204800,4,"41,17615",7,0,5
Downtown,Dolly Parton,spotify:track:4xKKdqzBo9hJTsCjw7ETc9,"0,629","0,642",1,"-9,599",1,"0,0318","0,0671",0,"0,0713","0,286","127,019",201010,4,"47,81595",10,1,5
Downtown Train,Rod Stewart,spotify:track:5XJzh2c0roCc6GDs8PrILx,"0,527","0,584",10,"-7,965",1,"0,0314","0,0878","0,000103","0,117","0,271","114,941",279413,4,"29,41867",15,1,5
Draußen vorbei,Roedelius,spotify:track:33XAGFXQ1Uoe4kAAThIuS0,"0,709","0,341",10,"-14,247",0,"0,0821","0,96","0,93","0,237","0,618","89,533",254356,3,"47,95812",9,0,5
Dreaming Girl,bel canto,spotify:track:0a0NehF0F8vrxem0q3m4zd,"0,558","0,52",2,"-14,011",1,"0,0365","0,11","1,76E-06","0,183","0,904","94,953",184627,4,"65,32243",8,0,5
Dreams,Van Halen,spotify:track:2APxH5XbOLDTmW9X5yi6Hw,"0,455","0,758",0,"-11,361",1,"0,0454","0,223","2,51E-06","0,0986","0,54","141,304",294000,4,"129,2058",7,1,5
Dress You Up,Madonna,spotify:track:4B2r9HXgUqRcPwUG3BYPlc,"0,634","0,896",0,"-3,073",0,"0,0318","0,0298","0,0036","0,1","0,827","136,098",242240,4,"46,69809",10,1,5
Driving Blind,Chris & Cosey,spotify:track:02HBzyigV4WjMhBLwmJI7f,"0,806","0,749",4,"-14,328",0,"0,0502","0,00164","0,898","0,629","0,252","115,718",390200,4,"86,13896",17,0,5
Duke And Cookie,Strength In Numbers,spotify:track:7u15YNFXcnqSONwKhUXSKO,"0,727","0,329",9,"-17,162",1,"0,0396","0,742","0,554","0,282","0,797","131,919",203107,4,"42,10646",9,0,5
Dvele Wague,Ali Farka Touré,spotify:track:1uTNp8lRXI5VAQwzoCUsZF,"0,593","0,418",2,"-15,917",1,"0,0418","0,482","0,00325","0,0617","0,879","112,212",361533,4,"50,45125",12,0,5
Ebony Eyes,Rick James And Smokey Robinson,spotify:track:71JkyCi11ETSz58jhgg2YE,"0,522","0,536",2,"-7,132",1,"0,026","0,147",0,"0,123","0,441","140,311",307640,4,"34,47934",16,1,5
Ebony Samba,Stan Getz,spotify:track:3SIMavx6ESKehx4EG69oBB,"0,557","0,378",9,"-15,507",0,"0,0335","0,892","0,48","0,0976","0,828","88,832",229827,4,"50,29219",12,0,5
Edie (Ciao Baby),The Cult,spotify:track:3KTYf4XJ0Ghd8EiIhGM1Nb,"0,478","0,809",7,"-9,158",1,"0,0458","0,0767","0,00111","0,209","0,297","102,108",286533,4,"21,38052",12,1,5
Eduardo E Mônica,Legião Urbana,spotify:track:6Pa6VpdGS8OfiVOEnNAHHw,"0,671","0,443",9,"-12,776",1,"0,0389","0,485","0,000283","0,112","0,589","79,275",271440,4,"67,48401",14,0,5
Ego Trippin',Ultramagnetic MC's,spotify:track:0WVqFNhP455QxcS1VhIWmo,"0,922","0,959",7,"-3,542",1,"0,277","0,063","1,47E-05","0,151","0,51","94,674",326680,4,"24,73339",15,0,5
El Amor Acaba,José José,spotify:track:4TuVPlUrfKpAqPUJFjONcM,"0,568","0,309",9,"-15,871",1,"0,0393","0,811","1,66E-05","0,302","0,391","91,265",260027,4,"22,09626",13,0,5
El Dios De Israel Es Poderoso,Palabra en Acción,spotify:track:6UIyQwhvmx8VuAVtMJeL8O,"0,548","0,716",0,"-8,933",0,"0,129","0,391",0,"0,699","0,732","139,34",196293,4,"48,64302",8,0,5
El mundo que nos rodea,José Guardiola,spotify:track:7GKOXxgGfVGbS89bYyTYZI,"0,439","0,237",10,"-11,582",1,"0,0319","0,742",0,"0,0834","0,275","95,831",163467,4,"72,79821",6,0,5
Election Day,Arcadia,spotify:track:638poNnWFgzt7UJBQ5SWtM,"0,716","0,634",2,"-9,332",1,"0,0315","0,000557","7,29E-05","0,249","0,348","110,789",329107,4,"27,03721",11,1,5
Electric Blue,Icehouse,spotify:track:5aWvinQcbc1W1WdP0GQ6J1,"0,688","0,909",10,"-4,756",1,"0,0354","0,0608","1,97E-06","0,1","0,641","109,673",263680,4,"35,80878",12,1,5
Elle a les yeux revolver,Marc Lavoine,spotify:track:1fU9wVDi3yZrawv1Rc4vcS,"0,577","0,273",5,"-16,428",1,"0,0499","0,496",0,"0,0914","0,547","79,995",219973,3,"33,45194",9,0,5
Empire Strikes Back (Medley),Meco,spotify:track:6ubZjtB8Ay68dwG3Z0EQ1g,"0,523","0,717",1,"-10,87",0,"0,0389","0,000773","0,829","0,0854","0,747","141,288",243533,4,"38,43305",14,1,5
Enamorada,José Guardiola,spotify:track:1sXrkfbnWs6pVJF7xq0i1T,"0,539","0,396",10,"-7,551",1,"0,0291","0,298","1,33E-06","0,106","0,452","109,96",164693,4,"35,74736",10,0,5
English Dances. Op. 27: IV. Allegro risoluto,Malcolm Arnold,spotify:track:1n6y0GmmO561pctsFNvnMX,"0,334","0,272",9,"-19,868",0,"0,0487","0,962","0,837","0,21","0,568","82,133",88400,3,"51,24118",5,0,5
Entre tapas e beijos,Leandro & Leonardo,spotify:track:7qQ6Wp7uu44QpfKZHdC15I,"0,723","0,529",2,"-9,298",0,"0,0832","0,536",0,"0,245","0,779","119,022",207373,4,"37,70426",10,0,5
Envol,Éric Serra,spotify:track:2sLQga7lbU0Epj4f32yutb,"0,398","0,412",9,"-17,234",1,"0,0308","0,763","0,944","0,0838","0,531","88,771",208213,4,"66,09949",7,0,5
Eso Es El Amor,Dutch Swing College Band,spotify:track:3AogyfMKrUAoFNXawabhWi,"0,683","0,36",2,"-13,737",0,"0,0327","0,334","0,286","0,196","0,814","124,845",198000,4,"65,28768",9,0,5
Esos ojos negros,Duncan Dhu,spotify:track:13MV4IsrVMUmGzuqz0T6oK,"0,625","0,409",7,"-8,706",1,"0,038","0,109",0,"0,126","0,44","128,602",215680,4,"41,76264",10,0,5
Espantapajaros,Celtas Cortos,spotify:track:7gb3ZjsZI65W9uWCiPNfKY,"0,546","0,734",10,"-10,023",1,"0,0316","0,000927","0,71","0,0508","0,866","106,034",279360,3,"30,03479",13,0,5
Esse brilho em teu olhar,Lulu Santos,spotify:track:4L64qoPWxSgoeUf7C1aCg7,"0,727","0,404",4,"-13,753",1,"0,042","0,298","0,0874","0,117","0,331","95,407",246467,4,"62,8392",12,0,5
Etikette tötet,Slime,spotify:track:0ghB3Bxr4LsR9V0MNCpFPP,"0,209","0,957",2,"-5,23",1,"0,233","0,0016","0,00246","0,721","0,333","153,451",216200,4,"24,07032",14,0,5
Ever New,Beverly Glenn-Copeland,spotify:track:5Q5bcG1c5QCI07sdaeOYzZ,"0,523","0,377",7,"-14,302",1,"0,033","0,892","0,772","0,109","0,445","123,989",428543,3,"58,73461",19,0,5
Every Step Of The Way,John Waite,spotify:track:5Xkp3zS9cRkNmdWS8pgRo0,"0,613","0,851",7,"-7,573",1,"0,0446","0,0266","2,96E-06","0,225","0,597","120,329",252013,4,"31,81171",10,1,5
Everybody,Roy Ayers,spotify:track:2K2aGbAm3kqc8q9F0gusKh,"0,777","0,599",11,"-10,842",0,"0,0566","0,0632","0,747","0,188","0,863","96,931",249800,4,"82,4631",11,0,5
Everything I Need,Men At Work,spotify:track:3AzJso06se44RPcNiNmi7c,"0,743","0,622",4,"-11,256",1,"0,0275","0,129","0,00792","0,0883","0,962","129,61",214853,4,"56,15588",10,1,5
Everything She Wants,Wham!,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,"0,9","0,459",6,"-15,557",0,"0,0366","0,321","0,00399","0,165","0,962","115,091",302693,4,"34,78924",13,1,5
Eye Of The Tiger,Survivor,spotify:track:2KH16WveTQWT6KOG9Rg6e2,"0,817","0,599",0,"-9,249",0,"0,0328","0,132","0,000311","0,0873","0,548","108,873",245640,4,"26,24707",12,1,5
Fairytale,Enya,spotify:track:3oy7aXWP1l5HctKbKqFzyD,"0,161","0,0672",0,"-23,436",1,"0,0466","0,982","0,463","0,149","0,11","88,472",184627,1,"40,85371",9,0,5
