dataset_of_70s_track,dataset_of_70s_artist,dataset_of_70s_uri,dataset_of_70s_danceability,dataset_of_70s_energy,dataset_of_70s_key,dataset_of_70s_loudness,dataset_of_70s_mode,dataset_of_70s_speechiness,dataset_of_70s_acousticness,dataset_of_70s_instrumentalness,dataset_of_70s_liveness,dataset_of_70s_valence,dataset_of_70s_tempo,dataset_of_70s_duration_ms,dataset_of_70s_time_signature,dataset_of_70s_chorus_hit,dataset_of_70s_sections,dataset_of_70s_target,dataset_of_70s_id_ano
Brown Eyed Girl,El Chicano,spotify:track:44d1WjVviKVMI87GHwbdh8,0.643,"0,558",7,"-11,919",1,"0,033","0,0304","4,32E-06","0,0563","0,922","134,818",237267,4,"49,66526",8,1,4
Brujo,National Health,spotify:track:4f6xjWoGZIsgYX7yIy4OLK,0.301,"0,448",2,"-11,595",1,"0,0648","0,817","0,214","0,0557","0,317","81,589",613175,4,"21,06966",31,0,4
"Buen Día, Paloma",Facundo Cabral,spotify:track:5GS4NlVlgVfcc6qkkCSf8X,0.278,"0,107",11,"-17,304",0,"0,0348","0,954","0,0828","0,11","0,144","93,873",148147,4,"54,25312",6,0,4
Bugle Call Rag,Eric Weissberg,spotify:track:5Cy3ZvYYZbXWAVc00bCyAY,0.299,"0,358",7,"-17,351",1,"0,0406","0,259","0,879","0,132","0,889","145,191",94200,4,"39,02415",6,0,4
Busca Sem Fim,Carlos Alexandre,spotify:track:0o55E6KdPeeaNhJVuev91D,0.648,"0,56",0,"-9,863",0,"0,0287","0,21","1,14E-05","0,39","0,965","137,15",224360,4,"28,37031",14,0,4
BUZZARD FEATHERS,Compost,spotify:track:2Ow6gSntB97oNSBcFp4XrF,0.666,"0,833",5,"-9,592",0,"0,0464","0,0843","0,83","0,089","0,951","100,299",381133,4,"20,03397",12,0,4
Ca Plane Pour Moi,Plastic Bertrand,spotify:track:71yCMlsD6qbD7NmNUEoVNR,0.422,"0,943",10,"-4,365",1,"0,0954","0,074","6,83E-05","0,105","0,845","165,764",182133,4,"35,67506",10,1,4
Cada Um dá O Que Tem,Reginaldo Rossi,spotify:track:00DLPqq7kwjLj4mORdEwLt,0.775,"0,516",5,"-13,939",0,"0,0335","0,163","0,00229","0,118","0,97","133,372",177200,4,"63,37477",8,0,4
California Kid And Reemo,Lobo,spotify:track:2yLbDZ5Qsf0CWwf3L69d9F,0.722,"0,592",2,"-12,053",1,"0,0298","0,0886",0,"0,0371","0,956","119,969",168960,4,"26,59591",8,1,4
California My Way,The Main Ingredient,spotify:track:0eoVcSKmRdsyEC5wdhwu2b,0.634,"0,785",7,"-7,683",1,"0,035","0,485","0,012","0,109","0,933","94,682",277413,4,"62,7988",11,1,4
"Call My Name, I'll Be There",Wilson Pickett,spotify:track:0UJFPOVFlNYtixC0eZT1Oh,0.611,"0,63",10,"-7,667",0,"0,0298","0,0489",0,"0,31","0,958","108,151",137800,4,"29,07323",9,1,4
Calling Dr. Love,KISS,spotify:track:7xD7MvjAdZkx1YICschIuI,0.544,"0,884",8,"-8,166",1,"0,144","0,663","7,26E-06","0,381","0,467","127,215",224667,4,"39,20222",11,1,4
Can I Get A Witness,Lee Michaels,spotify:track:13glZTGfrgtr0Anp7FQd0R,0.654,"0,82",0,"-9,006",1,"0,0565","0,212","3,81E-06","0,168","0,909","139,075",184146,4,"35,22998",10,1,4
Can The Can,Suzi Quatro,spotify:track:6K0kK40E7PA2i9LsGmVCfK,0.646,"0,831",10,"-6,011",0,"0,16","0,017","0,91","0,422","0,593","133,431",214400,4,"69,23854",9,1,4
Cancion para David,Ana Belén,spotify:track:5z1qn9DNstzTBShGkoGmzU,0.243,"0,215",4,"-15,385",1,"0,0412","0,747",0,"0,117","0,173","187,884",195867,4,"16,19849",9,0,4
Cançó D'Amor,Jaume Arnella,spotify:track:5REWZL4kTHQCbMNl6iWKOw,0.355,"0,37",2,"-9,815",1,"0,029","0,662","0,000176","0,242","0,405","103,594",264893,4,"22,55659",12,0,4
Cançó de L'Elefant,Josep Maria Espinàs,spotify:track:5kYv6xvb2hgFESQD070T6v,0.648,"0,231",9,"-10,868",1,"0,044","0,665","5,82E-06","0,143","0,642","144,546",95349,4,"44,30005",5,0,4
Cançó del Prim,Josep Maria Espinàs,spotify:track:4CtricsHUyRtvfw6cMl9gb,0.716,"0,464",5,"-7,608",0,"0,052","0,803",0,"0,306","0,922","106,993",72088,4,"36,20429",5,0,4
Capture The Moment,Jay & The Americans,spotify:track:78MDHqXnMO2JF6mCEV6T40,0.4,"0,515",9,"-8,949",0,"0,0352","0,519","1,1E-06","0,224","0,472","122,41",142653,3,"41,85638",7,1,4
"Carolina, Carol Bela",Toquinho,spotify:track:04I65zU0s8DSkQq3sN7paS,0.444,"0,544",7,"-10,728",0,"0,0353","0,767","0,000453","0,177","0,963","85,468",187720,4,"28,96238",9,0,4
Cascade,Gordon Giltrap,spotify:track:2VT0HlDPsfpWTeL7c2GXCC,0.45,"0,707",2,"-14,019",1,"0,0345","0,333","0,785","0,292","0,831","141,06",221653,4,"48,91325",8,0,4
Cativo,Amado Batista,spotify:track:3zo8ynAVXEiKHqcliLiitA,0.518,"0,571",7,"-10,272",1,"0,0659","0,537","1,05E-05","0,159","0,544","143,462",230707,4,"90,24533",8,0,4
Cat's In The Cradle,Harry Chapin,spotify:track:2obblQ6tcePeOEVJV6nEGD,0.489,"0,577",10,"-9,765",1,"0,042","0,233",0,"0,123","0,519","78,112",222951,4,"35,23486",12,1,4
Cattle In The Cane,Norman Blake,spotify:track:2Wuf6ERV0Yo8vNXOpq6SlB,0.305,"0,523",3,"-13,289",1,"0,0389","0,722","0,816","0,355","0,965","125,752",132960,4,"33,25888",7,0,4
Celebrate,Three Dog Night,spotify:track:3uQyGzJkoJ4N0rBVuCCuOB,0.255,"0,742",2,"-7,232",1,"0,0489","0,307","0,0001","0,293","0,53","96,493",194773,4,"44,05652",7,1,4
C'est normal,Brigitte Fontaine,spotify:track:6RAoUrnaMF6ttwGWSTDOk5,0.802,"0,396",11,"-14,345",0,"0,375","0,598","0,000756","0,0875","0,823","93,741",262960,4,"24,5393",17,0,4
CHANGING STREAMS,Compost,spotify:track:0HbgMEIv7NjKcvfhz6GMjn,0.419,"0,76",2,"-8,969",1,"0,079","0,0717","0,00905","0,088","0,655","159,369",316400,4,"41,53966",16,0,4
Charity Concert / I'd Be Surprisingly Good For You - Original Cast Recording/1979,Patti LuPone,spotify:track:34QZso3hbH0IXsL65sgRMX,0.469,"0,32",4,"-16,794",0,"0,131","0,895","2,48E-06","0,402","0,513","115,966",358933,4,"45,50852",13,0,4
Cheeseburger In Paradise,Jimmy Buffett,spotify:track:6VeZ970uI0Yi6sjBgyFBrp,0.698,"0,689",2,"-12,529",1,"0,0577","0,167","0,000119","0,0692","0,972","139,997",176093,4,"64,93475",9,1,4
Chiclete Com Banana,Gilberto Gil,spotify:track:3WwwLqCywO2GCxVYzhdG0H,0.761,"0,76",7,"-7,122",1,"0,0437","0,472","6,1E-06","0,162","0,832","165,11",203093,4,"32,41111",11,0,4
Choro,Antônio Carlos Jobim,spotify:track:7AD0HyWHuDjcS74zGAzOhO,0.724,"0,289",10,"-21,862",0,"0,0622","0,62","0,819","0,116","0,852","139,786",128280,4,"36,5182",8,0,4
Church St. Blues,Norman Blake,spotify:track:7IWD1wWQxoVtLEOEzXqcOB,0.513,"0,334",6,"-15,351",1,"0,0312","0,868","0,175","0,0973","0,817","106,899",175000,4,"31,79486",8,0,4
Clap For The Wolfman,The Guess Who,spotify:track:1od6mE18KChjjcZv5DZ0KS,0.614,"0,737",4,"-10,212",1,"0,0502","0,407","4,03E-05","0,75","0,864","90,584",258267,4,"26,74809",13,1,4
Cold Water,Christophe,spotify:track:63wO2GONCOLthuUfmuol7X,0.214,"0,334",9,"-9,069",0,"0,0366","0,944","0,947","0,118","0,0767","117,032",159640,4,"40,86243",8,0,4
"Cole, Cooke & Redding",Wilson Pickett,spotify:track:5w6dCP5oEZskR2D9TU4Vxe,0.446,"0,4",7,"-16,993",1,"0,0579","0,272","1,09E-05","0,0605","0,625","140,091",233267,4,"45,17889",10,1,4
Como Nossos Pais,Elis Regina,spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,0.491,"0,498",2,"-7,658",1,"0,0821","0,302",0,"0,0734","0,478","143,719",261600,3,"45,3772",11,0,4
Compatibility Leaves,R. Stevie Moore,spotify:track:7DOex2KMNPH6eNQ7wh9unY,0.697,"0,468",7,"-15,87",1,"0,0452","0,00536","0,269","0,13","0,744","129,961",215827,4,"44,82759",11,0,4
Concierto De Aranjuez,Jim Hall,spotify:track:7f4HuYwZb8BXCqh3Q67MOf,0.516,"0,201",2,"-17,528",0,"0,0333","0,937","0,89","0,111","0,319","130,938",1154040,4,"29,98125",49,0,4
Concrete Parachute - Instrumental,Stefan Grossman,spotify:track:1qbEaa2abzk0B8csypHz4d,0.519,"0,334",7,"-11,614",1,"0,0347","0,223","0,925","0,15","0,0866","93,072",139867,4,"27,59308",8,0,4
"Congregavit nos in unum - Ubi caritas et amor + Psalm 133 (132), Verse 1 (Antiphon)",Traditional,spotify:track:1msVTRHQor3kk1RLM6uQoF,0.272,"0,0267",1,"-22,511",0,"0,0458","0,983","3,07E-06","0,215","0,0464","106,223",82773,3,"31,26122",5,0,4
Cook With Honey,Judy Collins,spotify:track:20cU9dg5zHpOvNV9nKyFqZ,0.488,"0,378",2,"-11,727",1,"0,0301","0,891",0,"0,101","0,753","148,34",211267,4,"24,14194",11,1,4
Cool Change,Little River Band,spotify:track:1RaUxP6LHVAgbmLOn2naLl,0.388,"0,368",9,"-10,984",1,"0,0289","0,319","2,02E-06","0,0992","0,175","128,527",313320,4,"27,96229",10,1,4
Copacabana (at The Copa),Barry Manilow,spotify:track:5FMXrphygZ4z3gVDHGWxgl,0.606,"0,899",7,"-6,412",0,"0,0758","0,333","0,000102","0,0754","0,66","116,735",236760,4,"38,92476",11,1,4
Coração Leviano,Clara Nunes,spotify:track:09bSOABNg38681JDYTsiDv,0.57,"0,731",11,"-9,233",1,"0,0846","0,0582",0,"0,345","0,94","108,745",180000,4,"28,77486",9,0,4
Cotidiano,Chico Buarque,spotify:track:127twwy3iCo1xBRQHyWetU,0.477,"0,835",7,"-5,248",0,"0,0533","0,38","8,3E-06","0,062","0,778","89,855",168373,4,"60,48737",5,0,4
Couldn't Get It Right,Climax Blues Band,spotify:track:7GSCnEFxiD6Im98CbfySDw,0.727,"0,641",2,"-11,074",1,"0,0392","0,0234","0,0136","0,109","0,652","102,589",198947,4,"25,22444",11,1,4
Crawl Space,Art Farmer,spotify:track:6RZ9lSor7Nfku3SrI8r4V5,0.561,"0,593",5,"-12,329",0,"0,0581","0,848","0,853","0,0815","0,915","176,455",531453,4,"38,99711",27,0,4
Crazy Love,Poco,spotify:track:4l6uTQ4A2eWZrOzjgm1bey,0.415,"0,256",3,"-19,376",1,"0,0305","0,189",0,"0,151","0,634","82,124",176800,4,"41,3559",7,1,4
Crossing No. 9,Norman Blake,spotify:track:7nyhyi7BSzwtX0YIqIahrb,0.494,"0,321",6,"-13,868",1,"0,0289","0,77","0,303","0,239","0,702","97,968",167000,4,"43,25513",8,0,4
Crying Blues,Earl Hooker,spotify:track:0qsnj0vN0NecpHmzjfjlmT,0.58,"0,714",7,"-5,349",1,"0,0391","0,337","4,46E-06","0,523","0,934","112,336",117374,4,"33,92212",7,0,4
Cuando Tenía Tu Edad,José Alfredo Jimenez,spotify:track:4sJ3gA4Ftkbuq6ULxq2NX7,0.366,"0,482",9,"-11,266",1,"0,0979","0,161","5,83E-05","0,489","0,488","169,738",162800,3,"21,34233",10,0,4
Curb Job,The Dickies,spotify:track:2kzGaWAsXInc0rotr21U8J,0.382,"0,924",9,"-8,388",1,"0,0482","0,000544","0,0546","0,298","0,725","99,419",158973,4,"19,88169",9,0,4
D.O.A.,Bloodrock,spotify:track:0whBqRSuzEa2ZLv1LeG3K6,0.344,"0,433",4,"-7,869",0,"0,0329","0,636",0,"0,373","0,0397","133,468",274987,4,"45,15323",9,1,4
D'amore si muore: Si muore d'amore - Soundtrack,Ennio Morricone,spotify:track:65SufSjQwliumRuAARPmXq,0.163,"0,201",9,"-17,837",0,"0,0363","0,929","0,676","0,0785","0,09","67,599",229800,4,"50,81028",9,0,4
Dance Away,Roxy Music,spotify:track:6BKVev5kACyEaolcJkaUbz,0.804,"0,688",0,"-5,893",0,"0,0632","0,0662","0,000112","0,0392","0,942","123,002",228267,4,"25,11736",8,1,4
Dancin' Fool,Frank Zappa,spotify:track:6tCk1N85t6h4v1xXI6o0Ad,0.547,"0,644",2,"-9,417",1,"0,147","0,412","2,72E-06","0,517","0,546","132,872",222800,4,"27,7645",11,1,4
Dancin' Shoes,Nigel Olsson,spotify:track:3DdqJR9hrVAaXQRwJkkJP6,0.329,"0,383",3,"-13,55",1,"0,0341","0,0178","2,41E-05","0,0446","0,521","202,001",245067,3,"48,23568",9,1,4
Dar buten inne Masch,Hannes Wader,spotify:track:7qpP87krX9Hc2pR3if51pC,0.655,"0,394",2,"-14,999",1,"0,0315","0,167","4,58E-05","0,0927","0,965","128,001",143867,4,"57,9759",7,0,4
Dark Eye Tango,Al Di Meola,spotify:track:2dhUHZRP0Wh84fm7jZy7bO,0.381,"0,658",3,"-13,976",0,"0,044","0,188","0,474","0,0982","0,596","127,393",322973,4,"40,54945",11,0,4
Dark Horse,George Harrison,spotify:track:14zj5jZTzV1MN8pQAR730z,0.607,"0,681",2,"-12,471",1,"0,0489","0,0928","0,00041","0,351","0,784","95,48",233720,4,"26,48337",9,1,4
"Darkness, Darkness",The Youngbloods,spotify:track:3bOI2dlp0Ia1clWqxVAqQS,0.375,"0,26",0,"-16,294",1,"0,0269","0,41","0,218","0,125","0,54","95,18",226952,4,"43,86216",8,1,4
Dawning Of The Day,Starcastle,spotify:track:3cXRNsgDzXoZFrOvxsXExK,0.498,"0,727",0,"-6,638",1,"0,0273","0,00338","0,000812","0,197","0,692","125,641",224333,4,"61,30589",11,0,4
Day to Day,The Paul Butterfield Blues Band,spotify:track:6hZqVS7LJWSy7dZJXIUN6I,0.518,"0,821",1,"-7,923",1,"0,142","0,0877","0,0814","0,0793","0,651","101,896",197800,4,"42,00492",7,0,4
Daydream Believer,Anne Murray,spotify:track:6qnPCgHTRisbxBT19Gw7cN,0.592,"0,538",10,"-8,292",1,"0,0256","0,0171","2,8E-05","0,101","0,579","126,506",149293,4,"35,8493",7,1,4
Dead Faces,Pholhas,spotify:track:3NdqpU3WQbREXMYaIMrlUk,0.515,"0,646",6,"-10,022",0,"0,0385","0,00557","0,095","0,146","0,76","129,786",120693,4,"47,34036",6,0,4
Deck Of Cards,Prince Far I,spotify:track:2oIyS3XYnz3cWB4cXR9cwQ,0.607,"0,651",9,"-7,597",1,"0,205","0,00487","1,62E-05","0,0611","0,578","148,252",193004,4,"38,28653",9,0,4
Dedicated To The One I Love,The Temprees,spotify:track:1AlbjjksaiWcuzKpzt2DIR,0.348,"0,318",5,"-11,448",0,"0,0289","0,511","3,99E-05","0,104","0,294","140,025",407040,3,"34,92165",14,1,4
Deeper (In Love With You),The O'Jays,spotify:track:1PSfY3lSwBD888PZW0s5JH,0.575,"0,562",3,"-11,118",1,"0,0305","0,208",0,"0,344","0,902","169,362",159293,4,"32,50667",9,1,4
Dervish D.,Vangelis,spotify:track:1q6IKIwzVuoiyBbWP0SM6u,0.705,"0,782",6,"-11,875",0,"0,0368","0,676","0,798","0,05","0,963","92,855",315227,4,"32,05326",16,0,4
Desdemona,The Searchers,spotify:track:11Ykrqm9NfQE6Rx8nOEC5H,0.425,"0,848",6,"-7,96",0,"0,102","0,000401",0,"0,0857","0,586","112,912",139787,4,"26,96788",7,1,4
"Desert Rock (spaceship, orbit)",Deuter,spotify:track:55Krj1hu3IHcrlSJVDXsFI,0.303,"0,0685",1,"-18,852",1,"0,0535","0,986","0,957","0,118","0,0326","123,023",52800,4,"8,55792",3,0,4
Déshominisation (II),Alain Goraguer,spotify:track:1QRNfxKirdettFnkCQztZt,0.305,"0,506",6,"-7,486",0,"0,0329","0,226","0,00808","0,175","0,347","118,794",57653,3,"16,73517",3,0,4
Didn't I (Blow Your Mind This Time),The Delfonics,spotify:track:5UPC5V1rOrg9l6aqpE24XY,0.412,"0,512",7,"-6,314",1,"0,0304","0,666","0,126","0,096","0,319","137,642",200920,4,"22,89846",11,1,4
Die letzte Schlacht gewinnen wir,Ton Steine Scherben,spotify:track:1Qt5I0e5VwHLSiczsQJjPn,0.5,"0,899",0,"-5,864",1,"0,031","0,000504","1,93E-05","0,104","0,826","90,122",258573,4,"20,20514",14,0,4
Dirt - Take 10,The Stooges,spotify:track:4tAAQVNROznodYkmZ7sSoy,0.44,"0,68",9,"-6,796",0,"0,0283","0,18","0,193","0,105","0,51","140,445",429760,4,"27,07227",17,0,4
Disco Rufus,Stargard,spotify:track:6T5ijGkSINcoCGEejEF7fO,0.823,"0,602",0,"-16,175",1,"0,0574","0,0268","0,00095","0,0564","0,844","120,971",198360,4,"28,80764",9,1,4
Disritmia,Martinho Da Vila,spotify:track:7fs6csqE3EltCrESv6cn0J,0.674,"0,419",7,"-12,413",0,"0,268","0,747",0,"0,0797","0,87","150,131",144760,4,"31,83284",9,0,4
Do I Love You,Paul Anka,spotify:track:43Mt4nQ5UhdO5W3kStFaDC,0.576,"0,368",8,"-10,321",1,"0,0258","0,671","4,4E-06","0,162","0,381","141,889",291213,4,"27,33729",13,1,4
Do The Funky Chicken,Rufus Thomas,spotify:track:1ZtPpbHgnj6JLIv1Rpuc3x,0.796,"0,402",8,"-13,677",1,"0,164","0,0208","2,7E-05","0,0274","0,741","114,838",198120,4,"33,73962",12,1,4
Do What You Wanna Do,Five Flights Up,spotify:track:23jlbDsVtErIax2XSaZDHW,0.555,"0,377",1,"-11,634",1,"0,0278","0,6",0,"0,147","0,415","75,822",153160,4,"28,68919",8,1,4
Do Ya,Electric Light Orchestra,spotify:track:0NN32Knbyo4gM1DKY9rdzg,0.494,"0,571",2,"-5,862",1,"0,0332","0,0394","0,000518","0,602","0,712","124,045",225107,4,"46,25678",9,1,4
Doctor Love,First Choice,spotify:track:6G8s19BainATJIjqIwXcre,0.552,"0,661",8,"-10,047",1,"0,0351","0,00477","0,00961","0,148","0,753","118,365",500200,4,"40,09543",19,1,4
Dolphin Dance - Instrumental,Ron Carter,spotify:track:0U3BSnegXndYRC6vPjrtsQ,0.37,"0,479",9,"-14,539",0,"0,0329","0,327","0,829","0,107","0,487","100,544",497107,3,"35,47857",23,0,4
Don't Cha Love It,The Miracles,spotify:track:2Mef3MskMSCGKx7tF8HQ1V,0.661,"0,709",10,"-10,931",0,"0,049","0,329","1,44E-06","0,0596","0,905","86,039",201560,4,"43,75603",9,1,4
Don't Cry Joni,Conway Twitty with Joni Lee,spotify:track:0pvfhcqCJj8DT4vpI5U1Kn,0.719,"0,372",2,"-10,34",1,"0,0265","0,87","9,14E-05","0,176","0,607","100,387",222733,4,"47,50933",11,1,4
Don't Expect Me To Be Your Friend,Lobo,spotify:track:5mXxGgaqcH9KNf5K0OKd5W,0.513,"0,347",1,"-13,506",1,"0,029","0,273","0,0417","0,0805","0,52","78,811",217907,4,"15,75577",11,1,4
Don't Give Up On Us,David Soul,spotify:track:23IWhAK0cYRwnBT5EE8i3u,0.256,"0,335",9,"-13,588",1,"0,0313","0,74","0,0166","0,0857","0,415","198,745",218947,4,"76,02905",9,1,4
Don't Hide Your Love,Cher,spotify:track:6Re2KIwOFYOzZtH02fwPd0,0.495,"0,34",9,"-14,689",1,"0,0394","0,463",0,"0,146","0,751","149,364",171573,4,"29,10788",10,1,4
Don't Let It Show,The Alan Parsons Project,spotify:track:5Okza4hx8iJwgHIdZz01kd,0.353,"0,507",1,"-8,158",1,"0,0363","0,436","0,0401","0,0941","0,117","131,823",265747,4,"47,54789",9,1,4
Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,spotify:track:6rhVKeUhQTGLIRmQOfc9Wo,0.669,"0,815",9,"-8,998",0,"0,0838","0,0329","0,00105","0,0498","0,784","117,809",628547,4,"24,94666",24,1,4
Don't Stop 'til You Get Enough,Michael Jackson,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,0.878,"0,821",11,"-9,875",1,"0,089","0,126","0,0461","0,183","0,947","118,881",365467,4,"34,59036",15,1,4
Don't Trust The Kids,Ashra,spotify:track:0utjbAGFJCBUPPYXm3MAph,0.409,"0,292",6,"-14,335",0,"0,0354","0,668","0,623","0,182","0,847","130,536",194867,4,"45,04589",8,0,4
Don't Want To Say Goodbye,Raspberries,spotify:track:5A3nftO7SgKA91W5OdC7Ze,0.352,"0,7",2,"-6,43",1,"0,0312","0,684","0,156","0,113","0,245","84,09",308080,4,"19,2009",13,1,4
Dos Cosas,Los Terricolas,spotify:track:6845FMlsehRJIXLnzfYRSb,0.487,"0,489",9,"-6,457",0,"0,0296","0,411","1,21E-05","0,138","0,457","79,708",229018,4,"35,72675",7,0,4
Down,John Hartford,spotify:track:39JSZxriVOyeELRQ7GoQOA,0.513,"0,768",2,"-12,425",1,"0,0346","0,234","0,525","0,297","0,828","142,679",126093,4,"19,50626",9,0,4
Down in Mississippi,J.B. Lenoir,spotify:track:4tUsOCJjCcjANVQtKioPnq,0.667,"0,485",9,"-9,318",1,"0,0291","0,809","0,000168","0,0562","0,779","152,371",196693,4,"70,41442",8,0,4
Down On Me,Janis Joplin,spotify:track:42TKLlMFDXauhLzj7zOPUx,0.597,"0,582",7,"-9,424",1,"0,0498","0,255","0,0168","0,137","0,795","141,15",124760,3,"18,66739",6,1,4
Draw The Line,Aerosmith,spotify:track:6wAt7QG4nA9DpVUTgfAfuh,0.334,"0,957",9,"-8,351",1,"0,0491","0,0627","0,615","0,291","0,626","143,395",203893,4,"48,70997",9,1,4
Dreamin,Loleatta Holloway,spotify:track:0aocjXYGXZ8HedXYaio4dZ,0.619,"0,903",1,"-7,923",0,"0,15","0,125",0,"0,091","0,697","117,816",381733,4,"37,05667",14,1,4
Drift Away,Dobie Gray,spotify:track:11YWR8tzDTR2P4KZ3lAySj,0.508,"0,46",11,"-7,662",1,"0,0404","0,325",0,"0,648","0,565","75,836",234301,4,"32,38346",8,1,4
Drop By My Place,Little Carl Carlton,spotify:track:71DMqKYyDkS1otrkh0vR1x,0.803,"0,686",0,"-5,114",1,"0,0321","0,661","2,51E-06","0,09","0,924","96,35",167053,4,"30,18633",8,1,4
Early Autumn,Woody Herman & His Orchestra,spotify:track:7Hw4pdh2wUrWOyWumF1Ngd,0.464,"0,143",10,"-16,168",0,"0,032","0,916","0,699","0,0999","0,128","66,846",193560,4,"78,33597",7,0,4
"Easy Come, Easy Go",Bobby Sherman,spotify:track:4Ht8wlFBxdNiQQSdWTBOik,0.539,"0,386",4,"-11,197",1,"0,0338","0,853","0,000522","0,708","0,755","142,823",160000,4,"26,21013",9,1,4
Easy To Be Hard,Cheryl Barnes/Hair Soundtrack,spotify:track:0upj9oFTHybdZjZpeWW5B8,0.361,"0,524",2,"-10,191",1,"0,0772","0,568","0,00032","0,0753","0,377","79,507",224707,4,"25,05047",11,1,4
"Einstein on the Beach: Act I, Scene 1 - Train",Philip Glass,spotify:track:2ga5HWiAHUon3G6hW03zZJ,0.462,"0,698",8,"-12,845",1,"0,0354","0,405","0,000247","0,442","0,588","140,02",1039640,4,"47,38825",34,0,4
"Einstein on the Beach: Act II, Scene 2 - Night Train",Philip Glass,spotify:track:5fvpDgyZ5NeBY9F4LXyyLz,0.2,"0,582",8,"-15,305",1,"0,0396","0,485","2,21E-06","0,0952","0,803","91,518",832200,4,"33,17069",21,0,4
"Einstein on the Beach: Act IV, Scene 2 - Bed",Philip Glass,spotify:track:16jXSliWH7o4MqTVX9U3ly,0.0932,"0,0495",4,"-25,798",0,"0,0473","0,512","0,131","0,0808","0,0365","80,305",708960,4,"45,36526",28,0,4
Einstein on the Beach: Knee Play 5,Philip Glass,spotify:track:2XYfXktvXFmdEKAQYiYsbW,0.613,"0,0585",7,"-23,306",1,"0,0496","0,0586","0,000786","0,227","0,0381","111,084",329973,3,"57,939",12,0,4
El Condor Pasa (If I Could),Simon & Garfunkel,spotify:track:1eN42Q7IWRzRBq8eW2Y2TE,0.33,"0,214",4,"-17,699",0,"0,0311","0,836","0,0701","0,178","0,275","147,795",187040,4,"44,54876",11,1,4
El Parque,Billy Bond y La Pesada,spotify:track:7JaVrdnnfTlzSFruCMp40Q,0.605,"0,554",2,"-10,617",1,"0,091","0,531","0,0667","0,0763","0,598","139,646",288387,4,"53,65481",11,0,4
Elegia,Joan Manuel Serrat,spotify:track:1gHBTPy2c3xsUMR8dVmsBT,0.306,"0,259",4,"-9,997",0,"0,036","0,67","3,61E-06","0,161","0,229","75,878",353467,4,"43,02755",13,0,4
Emília / Tristeza / Pra Seu Governo,MPB4,spotify:track:4Vq2RruHFOkNsCOkzJUtGY,0.643,"0,817",2,"-7,911",1,"0,0976","0,446",0,"0,296","0,773","97,407",212629,4,"34,73865",10,0,4
Engine Number 9,Wilson Pickett,spotify:track:0Q0E6Xe8OvefYLYfVPfRhs,0.577,"0,853",10,"-8,097",0,"0,112","0,00585","0,00699","0,0612","0,882","191,255",171600,4,"29,91199",12,1,4
Enquanto Engoma A Calça,Ednardo,spotify:track:64JF6DqxJsGxiyUAhbHX49,0.655,"0,759",0,"-9,235",1,"0,25","0,249",0,"0,18","0,707","97,455",213133,4,"48,29161",8,0,4
Esqueca E Perdoa,Leno e Lilian,spotify:track:6ajnhjQ4fSiAykC6OeYHWv,0.605,"0,428",4,"-12,666",1,"0,0294","0,585","0,00148","0,385","0,615","111,064",178747,4,"36,6323",9,0,4
Evangelho - Ao Vivo,MPB4,spotify:track:3fMCHieEuvIwcbqfiBbCpD,0.421,"0,566",11,"-7,092",0,"0,0425","0,329","8,81E-06","0,262","0,266","130,014",165320,4,"38,77612",9,0,4
Evening Star,Robert Fripp,spotify:track:5lpw5NewnpIgO1yal6Vjl4,0.369,"0,126",2,"-16,478",1,"0,0315","0,896","0,0723","0,0733","0,036","97,341",470922,4,"39,41052",19,0,4
Every 1's A Winner,Hot Chocolate,spotify:track:5MXXbGYNmRHR7ULMvZYo5R,0.727,"0,548",10,"-7,393",1,"0,0291","0,0628","0,526","0,133","0,929","107,826",289267,4,"29,1283",13,1,4
Every Which Way But Loose,Eddie Rabbitt,spotify:track:73xcnqBwjnGwAlrfBomLP3,0.598,"0,483",7,"-7,474",1,"0,0292","0,458","7,88E-06","0,36","0,452","130,663",171653,4,"33,84363",7,1,4
Everybody Dance,Chic,spotify:track:15ifyO8wYntwyXAptfxhKr,0.722,"0,66",5,"-13,438",0,"0,0538","0,05","0,000901","0,0907","0,906","129,727",402693,4,"29,25061",16,1,4
Everybody Needs Love,Stephen Bishop,spotify:track:4z7xW0tQFF15mF9S3hRbDG,0.558,"0,827",9,"-8,293",0,"0,0984","0,688","3,49E-06","0,349","0,668","134,785",222627,4,"28,45779",10,1,4
Everyday,John Denver,spotify:track:087r6YDkKsJhJthVbIERkM,0.365,"0,353",4,"-10,696",1,"0,0262","0,573","9,05E-05","0,123","0,505","82,265",194880,4,"71,58008",7,1,4
Everything Merges With The Night - 2004 Digital Remaster,Brian Eno,spotify:track:5pAR56gg3tYThEeH0VM3iB,0.279,"0,26",9,"-15,101",1,"0,0314","0,766","0,000177","0,155","0,158","105,417",239307,4,"58,98206",9,0,4
Everything's Alright,Yvonne Elliman,spotify:track:7ycKoW46Lx2jbZJRamqlPO,0.41,"0,58",4,"-8,263",1,"0,0592","0,184",0,"0,0901","0,548","133,055",314738,5,"42,1503",12,1,4
